NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC,...58,...59
Typha latifolia,TYPHACEAE,TYLA,18-Aug-15,NCBG-239,239,NCBG,NA,"Maynard, L., Driskill, E., Heraty, M., Dakar, J.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Tyrell,Old NC Hwy 64,NA,0.25 miles after intersection of Hwy 64 and Old Hwy 64 on south side of road (Old Hwy 64),"35∞56' 7.6"" N","76∞9' 37.6"" W",35.93544,-76.16044,GPS,WGS84,0,FT,NC DOT,Scirpus cyperinus:Mikania scandens:Rhexia mariana:Ludwigia sp.:Liquidambar styraciflua,NA,Roadside ditch,NA,NA,Tidal brackish marsh,Ditch,"Fine-loamy over sandy or sandy-skeletal, mixed, thermic Typic Umbraquults","Silt, Other : loam",60 plants sampled,220,8,P,NA,NA,E. Driskill - NCBG:In Field:18 AUG 2015,2:18 AUG 2015:Smithsonian:North Carolina University,NA,NA,NA,NA,NA,ED-13,ACH,6 - 6.5,10YR 3/1,13-May-19,TYPHA,latifolia,2015,NA,NA,NA
Fimbristylis autumnalis,CYPERACEAE,FIAU2,19-Sep-16,NCBG-527,527,NCBG,NA,"Dakar, J.",US,65,Southeastern Plains (Omernik),Maryland,Anne Arundel,Patuxent Research Refuge,New Marsh,"From visitor center, turn right at T, continue 5 miles to new marsh. Population between first and second ponds.","39∞3' 26.1"" N","76∞44' 29.3"" W",39.05725,-76.74147,GPS,NAD83,85,FT,USFWS,Agalinis purpurea:Liquidambar styraciflua:Toxicodendron radicans:Xyris difformis:Juncus sp.:Cyperus sp.:Tridens flavus:Scirpus cyperinus,NA,Pond,0-2,NA,Woolgrass pond,Conservation and Recreation,"Fine-loamy, mied, active, mesic typic endoaquults",Other : Sandy loam,84 plants sampled,2000+,1,P,NA,NA,J. Dakar - NCBG:In Field:19 SEP 2016,"2:19 SEP 2016:NCU, US",NA,NA,NA,NA,1,JD-176,WEB,0.25,10 YR 3/2,12-Dec-16,FIMBRISTYLIS,autumnalis,2016,NA,NA,NA
Iris versicolor,IRIDACEAE,IRVE2,5-Oct-16,NCBG-595,595,NCBG,NA,"Faucette, A., Dakar, J.",US,65,Southeastern Plains (Omernik),Virginia,Westmoreland,Westmoreland State Park,Big Meadow Trail,"From Potomac Mills, VA, head east on VA-3, turn left onto VA-347 N, turn right onto route 686, hike down Big Meadow Trail. Population at end of trail.","38∞09' 57.8"" N","76∞51' 17"" W",38.16605,-76.85472,GPS,WGS84,4,FT,VA DNR,Saururus cernuus:Rosa palustris:Kosteletzkya virginica:Phragmites australis:Baccharis halimifolia:Pluchea odorata:Echinochloa walteri:Acer rubrum,Flooded,Swamp,0-2,NA,Lizardtail Swamp,Conservation/Recreation,"Coarse-loamy, Siliceous, Active, Thermic Typic Fluvaquents",Other : Sandy Loam,80 plants sampled,3000,3,B,NA,NA,A. Faucette-NCBG:In Field:13 JUN 2016,"2:05 OCT 2016:NCU, US",NA,NA,NA,NA,1,JD-199,WEB,4+,10 YR 4/3,13-Dec-16,IRIS,versicolor,2016,NA,NA,NA
Lespedeza capitata,FABACEAE,LECA8,4-Oct-17,NEWFS-754,754,NEWFS,NA,"Tokarz, E.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Great Swamp WMA,"Great Neck Rd., adjacent to wetlands, powerline cut","From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population under southern power lines, over a km in.","41∞28' 0.4"" N","71∞34' 59.9"" W",41.46677,-71.5833,GPS,NAD83,96,FT,USFWS,Eutrochium dubium:Rhus radicans:Toxicodendron radicans:Ilex glabra:Pycnanthemum muticum:Schizachyrium scoparium,Mowed:Flooded,Conservation/recreation,NA,NA,Meadow,Meadow,Augen gneiss,"Clay, Silt",84 plants sampled,200,2,P,Drooping because top-heavy,NA,M. Piantedosi - NEWFS:In Field:04 OCT 2017,2:04 OCT 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,123,WEB,4-Feb,"7.5 YR 3/2 ""black""",19-Dec-17,LESPEDEZA,capitata,2017,NA,NA,NA
Carex comosa,CYPERACEAE,CACO8,8-Aug-17,NEWFS-666,666,NEWFS,NA,"Estevez, C.; Tokarz, E.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,"Longmarsh Preserve Durham, NH",Longmarsh Rd ponf along Sweet Trail,"From Boston, take I-95 N toward NH/Maine. Take RT 101 Exit 2 toward Exeter/The Hamptons. Merge onto NH 101W toward Manchester. Merge onto NH-108 (Portsmouth Ave) via exit 11 toward Stratham/Portsmouth/Newmarket. Turn slight left to NH-108N. Continue to follow for 5+ miles. Turn right onto Longmarsh Road. The Sweet Trail begins at the end of the road. The pond with the population is located on the right side of the trail.","43∞06' 49.6"" N","70∞53' 57.2"" W",43.11377,-70.89922,GPS,NAD83,51,FT,The Nature Conservancy,Glyceria canadensis:Juncus effusus:Sparganium americanum:Cephalanthus occidentalis:Carex stricta:Scirpus atrocinctus,Flooded,freshwater wetland,0,NA,freshwater wetland,conservation/recreation,Diorite,"Clay, Silt",150+,600+,1,P,1-3 slightly drooping spikelets clustered with long-awned perigynia,NA,M. Piantedosi - NEWFS:In Field:08 AUG 2017,2:08 AUG 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,NA,35,WEB,4-Mar,"10 YR 3/2 ""very dark grayish brown""",7-Dec-17,CAREX,comosa,2017,NA,NA,NA
Sorghastrum nutans,POACEAE,SONU2,17-Oct-15,NCBG-388,388,NCBG,NA,"Maynard, L., Driskill, E.",US,63,Middle Atlantic Coastal Plains (Omernik),Maryland,Queen Anne's,Chesapeake Bay Environmental Center,Beach/Lake trail,"From visitors center, head west along beach/lake trail. Population immediately on the right.","38∞56' 52.6"" N","76∞13' 49.8"" W",38.94794,-76.2305,GPS,WGS84,16,FT,Waterfowl Trust of North America,Rubus sp.:Rosa multiflora:Parthenocissus quinquefolia:Parthenocissus quinquefolia:Baccharis halimifolia:Asclepias syriaca,NA,Meadow,0 - 2,NA,Meadow,Conservation/Recreation,"Coarse-loamy, siliceous, semiactive, Mesic Typic Hapludults","Sand, Other : loam",150 plants sampled,250,2,P,NA,NA,L. Maynard - NCBG:In Field:17 OCT 2015,2:17 OCT 2015:Smithsonian:North Carolina University,NA,NA,NA,NA,NA,LM-46,WEB,up to 7,10YR 4/3,15-Sep-16,SORGHASTRUM,nutans,2015,NA,NA,NA
Clethra alnifolia,CLETHRACEAE,CLAL3,31-Oct-17,NEWFS-848,848,NEWFS,NA,"Estevez, C.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,Ponkapoag Bog,Bog trail,Take 95-S to 93-N. Take exit 3 to Ponkapoag Trail. Turn right at the top of the exit ramp and park. Population scattered in forest and along beginning of bog trail.,"42∞11' 44.2"" N","71∞06' 08.2"" W",42.19561,-71.10227,GPS,NAD83,151,FT,MA-DCR,Sphagnum sp.:Kalmia angustifolia:Eurybia divaricata:Solidago caesia:Solidago altissima,Flooded,Bog,NA,NA,Bog,Conservation/recreation,Conglomerate,Clay,118 plants sampled,200+,2,P,˚erect inflorescence with spherical fruits whorled and aligned in straight rows˚,NA,M. Piantedosi - NEWFS:In Field:31 OCT 2017,1:31 OCT 2017:Smithsonian,NA,NA,NA,NA,1,217,WEB,7-Feb,"7.5 YR 2.5/1 ""black""",15-Dec-17,CLETHRA,alnifolia,2017,NA,NA,NA
Hudsonia tomentosa,CISTACEAE,HUTO,25-Jun-15,MARSB-132,132,MARSB,NA,"CH, HL, PO, LF, LW",US,63,Middle Atlantic Coastal Plains (Omernik),Delaware,Sussex,Cape Henlopen State Park,Herring Point Beachfront and walking dunes,"From the park entrance, go to the Herring Point parking lot. Take the walking dunes trail to the Beach Access Road to the dune system. Herring Point Beach Dunes South/Southwest.","38∞46' 22.5"" N","75∞5' 3.6"" W",38.77291,-75.08433,GPS,NAD83,3,M,Delaware State Parks,Pinus virginiana:Pinus echinata:Pinus thunbergii:Sassafras albidum:Morella caroliniensis:Cakile edentula:Oenothera biennis:Oenothera humifusa:Krigia virginica:Ammophila breviligulata:Dichanthelium sp.:Schizachyrium littorale,Flooded,Dunes,Undulating,NA,Secondary dune system,Recreation/conservation,Dune/spit deposits,Sand,1500 +,6000 +,160,B,Low growing spreading habit. Blue-green woolly stems and yellow flowers.,NA,Heather Liljengren:In Field:26 JUN 2015,"2:26 JUN 2015:MARSB, Smithsonian",NA,NA,NA,NA,NA,9901,WEB,0.5,Light tan,21-Jul-16,HUDSONIA,tomentosa,2015,NA,NA,NA
Carpinus caroliniana,CORYLACEAE,CACA18,19-Oct-15,NCBG-371,371,NCBG,NA,"HERATY, M., DAKAR, J.",US,65,Southeastern Plains (Omernik),Virginia,Westmoreland,WESTMORELAND STATE PARK,ROCK SPRING POND TRAIL,"FROM VISITORS CENTER, GO SW 0.3 MILES, TURN RIGHT, GO 0.3 MILES, TURN LEFT, GO 0.3 MILES, POPULATION ON LEFT.","38∞09' 55.2"" N","76∞52' 34.8"" W",38.16533,-76.87633,GPS,WGS84,10,FT,VA STATE PARKS,Fagus grandifolia:Liquidambar styraciflua:Smilax rotundifolia:Ilex opaca:Microstegium vimineum:Asimina triloba,NA,FOREST,0-15,NA,WET FOREST DEPRESSION,CONSERVATION/RECREATION,"COURSE-LOAMY, SILICEOUS, SUBACTIVE, THERMIC TYPIC HAPLUDULTS","Sand, Other : LOAM",85 plants sampled,2000,7,P,NA,NA,M. HERATY - NCBG:In Field:19 OCT 2015,"2:19 OCT 2015:NCU, US",NA,NA,NA,NA,NA,MH-38,WEB,20-30,10YR 3/5,11-Sep-16,CARPINUS,caroliniana,2015,NA,NA,NA
Pseudognaphalium obtusifolium,ASTERACEAE,PSOB3,14-Nov-17,NEWFS-928,928,NEWFS,NA,"Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Quonochontaug Boat Ramp, Charlestown RI",saltmarsh,"From Boston, take 93-S to 95-S past Providence and Warwick to RI-4 S. RI-4 becomes US-1 S in Kingstown. After about 22 miles on US-1 S, turn right onto Old Post Rd to facilitate taking a left onto W Beach Rd. Follow the road, hugging and curving right all the way to the boat ramp. The population can be found along the road and in sandy soil right along the beach and shore.","41∞20' 02.1"" N","71∞43' 07.0"" W",41.33391,-71.71861,GPS,NAD83,5,FT,State of Rhode Island,Solidago sempervirens:Baccharis halimifolia:Panicum virgatum,Flooded,beach,NA,NA,beach,conservation/recreation,granite,"Clay, Sand",78 plants sampled,100+,2,P,"very bright white bracts and pappus hairs, leaves have fuzzy, silvery appearance˚",NA,M. Piantedosi - NEWFS:In Field:14 NOV 2017,2:14 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,297,WEB,2-Jan,"7.5 YR 3/2 ""black""",19-Dec-17,PSEUDOGNAPHALIUM,obtusifolium,2017,NA,NA,NA
Distichlis spicata,POACEAE,DISP,26-Sep-17,NEWFS-736,736,NEWFS,NA,"Cecil, A.; Piantedosi, M.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Sandy Neck Beach Park,Marsh Trail,"Take Route 6 to exit 5. Head north on Route 149 towards West Barnstable. Travel one mile to the intersection of Route 149 and 6A. Go left to 6A for 2.5 miles, then take a right to Sandy Neck Road. Gatehouse is located at the end of this road; park in the staff lot just before. Marsh Trail is to the immediate right of the gatehouse - all collections were made prior to the intersection of beach access trail 2.","41∞44' 07.0"" N","70∞23' 07.8"" W",41.73527,-70.3855,GPS,NAD83,6,FT,Town of Barnstable,:Symphyotrichum tenuifolium:Symphyotrichum tenuifolium:Spartina patens:Pluchea odorata:Baccharis halimifolia,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,Granite,"Silt, Sand",430 plants sampled,10000+,5,P,"˚Rhizomatous perennial; narrow, salt-encrusted leaves; green/purple-tinted spikelets. Dioecious; female plants w/ ascending bracts at fruiting head. ˚",NA,M. Piantedosi - NEWFS:In Field:26 SEP 2017,2:26 SEP 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,105,WEB,1,"5 Y 5/3 ""Olive""",8-Dec-17,DISTICHLIS,spicata,2017,NA,NA,NA
Gaultheria procumbens,ERICACEAE,GAPR2,11-Nov-16,NEWFS-616,616,NEWFS,NA,"Rogers, Julia and Karlsson, Cassandra",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Pachoag SF,forest along trail,reference newfs-610,"41∞34' 55.2"" N","71∞51' 36.72"" W",41.582,-71.8602,GPS,NAD83,300,FT,CT DEEP,Pinus strobus:Clethra alnifolia,NA,forest,NA,NA,forest,conservation/recreation,mylonite,NA,675 plants sampled,1000+,1,P,NA,NA,Michael Piantedosi::,"2:11 NOV 2016:smithsonian, newfs",NA,NA,NA,NA,1,293,WEB,<1,NA,1-Dec-16,GAULTHERIA,procumbens,2016,NA,NA,NA
Rhynchospora capitellata,CYPERACEAE,RHCA12,19-Sep-16,NCBG-528,528,NCBG,NA,"Dakar, J.",US,65,Southeastern Plains (Omernik),Maryland,Anne Arundel,Patuxent Research Refuge,New Marsh,"From visitor center, turn right at T, drive 5 miles, population just past parking area for New Marsh.","39∞3' 24.6"" N","76∞44' 27.4"" W",39.05683,-76.74094,GPS,NAD83,85,FT,USFWS,Agalinis purpurea:Leersia oryzoides:Liquidambar styraciflua:Toxicodendron radicans:Lespedeza cuneata:Dichanthelium sp.:Scirpus cyperinus,NA,Meadow,0-2,NA,Woolgrass meadow,Conservation and Recreation,"Fine-loamy, mixed, active, mesic typic endoaquults",Other : Sandy loam,65 plants sampled,5000+,1,P,NA,NA,J. Dakar - NCBG:In Field:19 SEP 2016,"2:19 SEP 2016:NCU, US",NA,NA,NA,NA,1,JD-177,WEB,3,10 YR 3/2,12-Dec-16,RHYNCHOSPORA,capitellata,2016,NA,NA,NA
Distichlis spicata,POACEAE,DISP,5-Oct-17,NEWFS-762,762,NEWFS,NA,"Estevez, C.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Cottrell Marsh,marsh beside railroad tracks,"From Boston, take 95S and take exit 91 onto CT-234W. Turn left onto Main St. Turn right onto US-1/Stonington Rd. Turn left onto Latimer Point Rd. Marsh is across from railroad tracks.","41∞20' 29"" N","71∞56' 59.7"" W",41.34138,-71.94991,GPS,NAD83,3,FT,Avalonia Land Conservancy,Schoenoplectus americanus:Spartina alterniflora:Spartina patens:Distichlis spicata:Symphyotrichum tenuifolium:Agalinis maritima:Phragmites australis,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation,"Granite, pegmatite","Clay, Sand",1856 plants sampled,10000,2,P,˚inflorescence lodged between narrow leaves at the intersection of the ‚Äúv‚Äù. Inflorescence is bushy and green with tan and yellow reticulation when ripest.˚,NA,M. Piantedosi - NEWFS:In Field:05 OCT 2017,2:05 OCT 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,131,WEB,1,"7.5 YR 3/2 ""black""",13-Dec-17,DISTICHLIS,spicata,2017,NA,NA,NA
Carex lupulina,CYPERACEAE,CALU4,16-Aug-17,NEWFS-676,676,NEWFS,NA,"Cecil, A.; Estevez, C.; Tokarz, E.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Nehantic State Forest,Keeny Rd,"Take 395 S, take exit 11 and turn right onto CT 82 W; turn left onto Darling Rd, continue onto White Birch Rd, turn left onto Darling Rd, turn right onto Gungy Rd, turn right onto Beaver Brook Rd, turn left onto Keeny; continue on for about 2 miles until a low dip in the road where the pond is on your left.","41∞22' 33.8"" N","72∞19' 5.4"" W",41.37605,-72.31816,GPS,NAD83,190,FT,CT DEEP,Juncus effusus:Carex comosa:Scirpus atrovirens:Schoenoplectus tabernaemontani,Flooded,wetland,0-10,NA,wetland,conservation/recreation,gneiss,"Clay, Silt",120,300+,1,P,"large inflated yellow-green perigynia; achenes with long, basally contorted persistent styles",NA,M. Piantedosi - NEWFS:In Field:16 AUG 2017,1:16 AUG 2017:Smithsonian,NA,NA,NA,NA,1,45,WEB,1-Feb,"10 YR 2/2 ""very dark brown""",7-Dec-17,CAREX,lupulina,2017,NA,NA,NA
Scirpus atrovirens,CYPERACEAE,SCAT2,28-Jul-16,NEWFS-336,336,NEWFS,NA,"Rogers, J., Heilmann, K.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Great Swamp WMA, Kingstown",Path/Road off the end of Great Neck Road,"From Boston: Take 93S to 95S. Take exit 3 in RI for 138 E. Follow 138E for 8.5miles; turn right on Watson Road, turn right on Lincoln Lane. Lincoln lane turns left and becomes Great Neck Road (dirt road). Follow to the end then follow path. Population will be on either side almost immediately.","41∞28' 04"" N","71∞34' 59.9"" W",41.46777,-71.5833,GPS,NAD83,17,FT,USFWS,Quercus alba:Clethra alnifolia:Vaccinium corymbosum:Plantago sp.:Carex vulpinoidea:Carex lurida:Juncus effusus:Centaurea nigra,Mowed,Trail side,0,NA,Trail side,Recreation,NA,Sand,200 plants sampled,300,1,P,NA,NA,Michael Piantedosi:In Field:28 JUL 2016,"2:28 JUL 2016:Smithsonian, NEWFS",NA,NA,NA,NA,NA,NEWFS-10,WEB,<5,NA,21-Nov-16,SCIRPUS,atrovirens,2016,NA,NA,NA
Ilex verticillata,AQUIFOLIACEAE,ILVE,10-Nov-16,NEWFS-606,606,NEWFS,NA,"Rogers, Julia and Karlsson, Cassandra",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,156 Gorham road,wetland edge,refer to newfs-599,"41∞40' 26.7"" N","70∞3' 22.5"" W",41.67408,-70.05625,GPS,NAD83,6,FT,John Chorey,Clethra alnifolia:Rosa multiflora:Smilax rotundifolia:Myrica gale:Myrica gale:Acer rubrum:Toxicodendron radicans,Flooded,wetland edge,0,NA,wetland edge,conservation/recreation,granite,Clay,65 plants sampled,100+,2,P,NA,NA,Michael Piantedosi::,"2:10 NOV 2016:smithsonian, newfs",NA,NA,NA,NA,1,283,WEB,20,7.5 yr 3/2 black,1-Dec-16,ILEX,verticillata,2016,NA,NA,NA
Eupatorium perfoliatum,ASTERACEAE,EUPE3,7-Nov-17,NEWFS-874,874,NEWFS,NA,"Cecil, A.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,Ferry Way Trail,"Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Drive to the parking lot. Take the trail around the fenced-in weapons storage field and make a left to find Beaver Pond.","43∞05' 24.14"" N","70∞51' 01.37"" W",43.09003,-70.85038,GPS,WGS84,13,FT,USFWS,Spiraea tomentosa:Scirpus cyperinus:Verbena hastata:Sparganium americanum:Typha angustifolia,Flooded,Freshwater pond,NA,NA,freshwater pond,conservation/recreation,"migmatite, phyllite, diorite, gabbro","Clay, Sand",116 plants sampled,200+,1,P,"˚perfoliate, serrate leaf with a white capitulum composed of white disk flowers˚",NA,M. Piantedosi - NEWFS:In Field:07 NOV 2017,2:07 NOV 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,243,WEB,4-Mar,"5 Y 3/2 ""dark olive grey""",15-Dec-17,EUPATORIUM,perfoliatum,2017,NA,NA,NA
Clethra alnifolia,CLETHRACEAE,CLAL3,6-Nov-17,NCBG-753,753,NCBG,NA,"Faucette, A., Dakar, J., Edwards, S.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Tyrell,Alligator River Game Land,N/A,From J. Morgan Futch Game Land drive east on US-64W for 2 miles. Population on the right.,"35∞55' 34.4"" N","76∞08' 07.1"" W",35.92622,-76.1353,GPS,NAD83,2,FT,NC WRC,Vitis rotundifolia:Magnolia virginiana:Acer rubrum:Rubus pensilvanicus:Smilax laurifolia:Rhododendron viscosum:Smilax walteri:Juncus sp.,NA,Swamp,0-2,NA,Blackgum Swamp,Conservation/Recreation,"Dysic, Thermic Typic Haplosaprists",Other : Muck,60 plants sampled,2000,1,P,NA,NA,A. Faucette-NCBG:In Field:06 NOV 2017,"2:06 NOV 2017:NCU, US",NA,NA,NA,NA,1,ALF-619,WEB,8,5 YR 2.5/2,7-Dec-17,CLETHRA,alnifolia,2017,NA,NA,NA
Panicum virgatum,POACEAE,PAVI2,21-Nov-17,NEWFS-930,930,NEWFS,NA,"Estevez, C.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Sandy Neck Beach Park,saltmarsh,"Take Route 6 to exit 5. Head north on Route 149 towards West Barnstable. Travel one mile to the intersection of Route 149 and 6A. Go left to 6A for 2.5 miles, then take a right to Sandy Neck Road. Gatehouse is located at the end of this road; park in the staff lot just before. Population was collected immediately alongside the Marsh Trail.","41∞44' 07.0"" N","70∞23' 07.8"" W",41.73527,-70.3855,GPS,NAD83,8,FT,Town of Barnstable,Euthamia graminifolia:Juniperus virginiana:Solidago sempervirens:Ammophila breviligulata:Morella caroliniensis:Iva frutescens,Flooded,"anthropogenic, dunes",n/a,NA,"anthropogenic, dunes",conservation/recreation,granite,Sand,140 plants sampled,500+,1,P,"Grows in dense bunches; open long peduncled seed head, often with drooping seeds; yellow/gold at seed maturity, green early-mid summer˚",NA,M. Piantedosi - NEWFS:In Field:21 NOV 2017,2:21 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,229,WEB,4-Feb,"5 Y 5/3 ""olive""",19-Dec-17,PANICUM,virgatum,2017,NA,NA,NA
Pluchea odorata,ASTERACEAE,PLOD,21-Nov-17,NEWFS-929,929,NEWFS,NA,"Cecil, A.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Sandy Neck Beach Park,Marsh Trail,"Take Route 6 to exit 5. Head north on Route 149 towards West Barnstable. Travel one mile to the intersection of Route 149 and 6A. Go left to 6A for 2.5 miles, then take a right to Sandy Neck Road. Gatehouse is located at the end of this road; park in the staff lot just before. Marsh Trail is to the immediate right of the gatehouse - all collections were made in the salt marsh prior to the intersection of beach access trail 2.","41∞44' 07.0"" N","70∞23' 07.8"" W",41.73527,-70.3855,GPS,NAD83,8,FT,Town of Barnstable,Juncus gerardii:Iva frutescens:Spartina patens:Distichlis spicata:Panicum virgatum:Symphyotrichum tenuifolium:Juniperus virginiana,Flooded,saltmarsh,n/a,NA,saltmarsh,conservation/recreation,granite,Sand,173 plants sampled,1000+,5,P,"Pink/purple flower, inflorescence dense on end up upright stalk, aromatic; leaves simple and entire˚",NA,M. Piantedosi - NEWFS:In Field:21 NOV 2017,2:21 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,298,WEB,<1,"5 YR 5/3 ""olive""",19-Dec-17,PLUCHEA,odorata,2017,NA,NA,NA
Eupatorium serotinum,ASTERACEAE,EUSE2,23-Oct-15,MARSB-375,375,MARSB,NA,"Santel, M.",US,84,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Monmouth,Manasquan River Linear Park,Fields outside forest,"Garden state parkway to exit 100A to NJ 33E, left on Asbury road, right on route 524, left on Adelphia Road, left on W Farm Road. Park is on left side of road, sampled fields on west side of river between W Farm Road and Southard Road","40∞11' 30.8"" N","74∞11' 34.4"" W",40.19188,-74.19288,GPS,NAD83,55,FT,Monmouth County Parks,Juniperus virginiana:Liquidambar styraciflua:Acer sp.:Euthamia sp.:Eupatorium sp.:Asclepias syriaca:Tridens flavus:Tridens flavus:Andropogon virginicus:Solidago sp.,Mowed,Low hills,NA,NA,Meadow,Recreation and conservation,Evesboro,Sand,150 plants sampled,225,2,P,NA,NA,NA,2:23 OCT 2015:Smithsonian:MARSB,NA,NA,NA,NA,NA,10254,WEB,2.5 - 6,tan,25-Aug-16,EUPATORIUM,serotinum,2015,NA,NA,NA
