Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,,,,,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-WY070-80,ERCA2-SOS-WY070-80-JOHNSON-20,0.0022,5770992,0.0078,ERCA2,tufted fleabane,Erigeron,caespitosus,,,,,Erigeron caespitosus,ASTERACEAE,ERCA2,6/25/2020,WY070-80,80,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,Dry Creek Petrified Tree Environmental Education Area,N/A,"To access the area from Interstate 90, take the Red Hills/Tipperary Road (Exit 65). Cross under the interstate and head northeast on Tipperary Road for 6 miles. Turn left onto the Petrified Tree access road, directly across the road from a ranch house. This two-track will cross a cattle guard and continue about 0.6 mile to the parking area. Walk along trail to GPS point, on downhill side of trail.","44°21' 0.792"" N","106°31' 53.4"" W",44.35022,-106.5315,GPS,NAD83,4610,FT,BLM,Gutierrezia sarothrae:Artemisia tridentata:Koeleria macrantha:Vicia americana:Calochortus nuttallii:Bromus tectorum:Sphaeralcea coccinea:Melilotus officinalis:Hesperostipa comata:Pascopyrum smithii:Artemisia frigida:Opuntia polyacantha:Krascheninnikovia lanata:Pediomelum esculentum:Arenaria hookeri:Allium textile,Grazed,Hillside,9,S,"Shrubland, Steppe and Savanna Systems, Steppe, Inter-Mountain Basins Big Sagebrush Steppe",Recreation,"Eocene; Wasatch Formation; Sedimentary, Clastic: Sandstone, Mudstone",Other : Sandy Loam,116,580,2,P,"Yellow disk flowers, white ray flowers. Villous leaves and stem, leaves linear, with many basal leaves and alternate leaves on stem. Growing as single flowers or tufts, with most flowers one per stem, but occasionally multiple per stem.",,"SOS Field Crew-Buffalo, WY:In Field:04 JUN 2020","3:04 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44011,,2,,WEB,0.5,Dry: 10YR 4/3 Wet: 10YR 7/3,44040,ERIGERON,caespitosus,2020,
'SOS-WY070-81,KOMA-SOS-WY070-81-JOHNSON-20,0.0082,1566298,0.0289,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,6/30/2020,WY070-81,81,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,,Schoonover Road,"From Buffalo, head east on I90 E for about 19 miles, then exit Southeast onto Schoonover road, and continue for 8.9 miles. Turn South, passing through a cattle gate then stay right. Turn left off gravel road onto dirt road and continue to point. Plants collected on both sides of road within 500 feet.","44°7' 6.9168"" N","106°14' 31.902"" W",.,.,GPS,NAD83,4542,FT,BLM,Astragalus purshii:Arenaria hookeri:Artemisia frigida:Artemisia tridentata:Hesperostipa comata:Gutierrezia sarothrae:Comandra umbellata:Bouteloua gracilis:Heterotheca villosa:Lygodesmia juncea,Grazed,Flat and Upland Hillslope,15-Mar,"NE, S",Bluff and Badland/Western Great Plains Badland. Surrounded by Inter-Mountain Basin Big Sagebrush Steppe,Grazing,"Eocene, Wasatch Formation, Sedimentary, Clastic, Sandstone, Mudstone",: Sandy Loam,870,4350,6,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6â€ long, light green, and maturing to a golden color. Leaf blades involute, approx. 6â€ long.",,Buffalo SOS Field Crew:In Field:09 JUN 2020,"3:09 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44025,,2,,WEB,0.5-1.5,"Dry 2.5Y 6/3, Wet 2.5Y 4/3",44091,KOELERIA,macrantha,2020,
'SOS-WY070-82,KOMA-SOS-WY070-82-JOHNSON-20,0.0107,1370392,0.033,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,6/30/2020,WY070-82,82,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,,,"From the town of Buffalo, drive about 19 miles Southeast on I90 E, take exit 77 onto Dry Creek Road. Head Northwest on Dry Creek Road for 2.1 miles, then turn right through the gate and continue about 0.3 miles to site. Collection within 100 feet on both sides of road.","44°14' 25.098"" N","106°23' 5.3736"" W",44.2403,-106.38482,GPS,NAD83,4569,FT,BLM,Krascheninnikovia lanata:Sphaeralcea coccinea:Bromus tectorum:Comandra umbellata:Gutierrezia sarothrae:Bouteloua gracilis:Arenaria hookeri:Hesperostipa comata:Artemisia tridentata:Chrysothamnus viscidiflorus:Artemisia frigida:Agropyron spicatum,Grazed,Hillslope/Flat Upland,0-19,"NE, W",Northwest Great Plains Mixed Grass Prairie,Grazing,"Eocene, Wasatch Formation, Sedimentary, Clastic, Sandstone, Mudstone",: Clay Loam,1150,6000,1.5,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6â€ long, light green, and maturing to a golden color. Leaf blades involute, approx. 6â€ long. û",,SOS Field Crew-Buffalo:In Field:09 JUN 2020,"3:09 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44021,,2,,WEB,.5-1,Dry: 2.5Y 6/3 Wet: 2.5Y 4/3,44105,KOELERIA,macrantha,2020,
'SOS-WY070-83,KOMA-SOS-WY070-83-JOHNSON-20,0.0093,1448275,0.0313,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,7/7/2020,WY070-83,83,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,,TW Road,"From Buffalo, WY, follow I-90 Business Loop east for three miles to 204/TW road. Take TW road for 10 miles east. Seeds collected within three acres of the road on the north side.","44°18' 30.2826"" N","106°29' 25.2852"" W",44.30841,-106.49035,GPS,NAD83,4671,FT,BLM,Bromus tectorum:Tragopogon dubius:Artemisia tridentata:Artemisia frigida:Artemisia frigida:Gutierrezia sarothrae:Hesperostipa comata:Erigeron caespitosus:Achillea millefolium:Arenaria hookeri:Grindelia squarrosa:Chrysothamnus viscidiflorus:Pascopyrum smithii:Bouteloua gracilis,Grazed,Flat,3,S,Inter-Mountain Basins Big Sagebrush Steppe,Grazing,"Wasatch Formation; Eocene; Sedimentary > Clastic > Sandstone, Mudstone",Other : Loam,837,8000,3,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6â€ long, light green, and maturing to a golden color. Leaf blades involute, approx. 6â€ long.",,"SOS Field Crew- Buffalo, WY:In Field:17 JUN 2020","3:17 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo, WY BLM Field Office",,,44021,,2,,WEB,0.5,Wet: 10yr 3/2 Dry: 2.5y 5/2,44105,KOELERIA,macrantha,2020,
'SOS-WY070-84,KOMA-SOS-WY070-84-JOHNSON-20,0.0081,1602826,0.0282,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,7/8/2020,WY070-84,84,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,Middle Fork Powder River Management Area,Outlaw Cave,"From Interstate 90, take exit 254 for Kaycee. Head west on Highway 191 for about 1 mile. Turn left onto Highway 190W for about 16 miles to Barnum. Turn left onto Bar C Road and continue for 21.1 miles (following signs for Middle Fork Powder River Management Area) . This road is an improved all-weather access road and travels directly through the headquarters of the Hole-in-the-Wall ranch. Collection was taken just past the fence entrance within 200 feet of either side of road, along 500 feet of road.","43°35' 48.948"" N","106°53' 57.4434"" W",43.59693,-106.89928,GPS,NAD83,5298,FT,BLM,Gutierrezia sarothrae:Hesperostipa comata:Bromus tectorum:Grindelia squarrosa:Artemisia frigida:Sphaeralcea coccinea:Tragopogon dubius:Yucca glauca:Astragalus purshii:Psoralidium tenuiflorum:Lygodesmia texana,None,Hillslope,0-23,E,Inter-Mountain Basins Mat Saltbush Shrubland,Recreation,"Chugwater and Goose Egg Formations; Permian-Upper Triassic; Sedimentary > Clastic > Siltstone, Sandstone",: Loam,1565,8000,3,P,,,"SOS Field Crew - Buffalo, WY:In Field:10 JUN 2020","3:10 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo, WY BLM Field Office",,,44028,,,,WEB,0.5-1.5,Dry: 5YR 5/5 Wet: 2.5YR 4/5,44105,KOELERIA,macrantha,2020,
'SOS-WY070-85,KOMA-SOS-WY070-85-JOHNSON-20,0.0101,1499008,0.0302,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,7/9/2020,WY070-85,85,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,Dry Creek Petrified Tree Environmental Education Area,N/A,"To access the area from Interstate 90, take the Red Hills/Tipperary Road (Exit 65). Cross under the interstate and head northeast on Tipperary Road for 6 miles. Turn left onto the Petrified Tree access road, directly across the road from a ranch house. This two-track will cross a cattle guard and continue about 0.6 mile to the parking area. Walk along trail to GPS point, on downhill side of trail.","44°21' 2.2314"" N","106°31' 57.36"" W",44.35061,-106.5326,GPS,NAD83,4610,FT,BLM,Gutierrezia sarothrae:Artemisia tridentata:Erigeron caespitosus:Vicia americana:Calochortus nuttallii:Bromus tectorum:Bromus tectorum:Sphaeralcea coccinea:Melilotus officinalis:Hesperostipa comata:Pascopyrum smithii:Artemisia frigida:Opuntia polyacantha:Krascheninnikovia lanata:Pediomelum esculentum:Arenaria hookeri:Allium textile,Grazed,Hillside,9,S,Inter-Mountain Basins Big Sagebrush Steppe,Recreation,"Eocene; Wasatch Formation; Sedimentary, Clastic: Sandstone, Mudstone",Other : Sandy Loam,720,4000,4,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6â€ long, light green, and maturing to a golden color. Leaf blades involute, approx. 6â€ long.",,"SOS Field Crew-Buffalo, WY:In Field:04 JUN 2020","3:04 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,,,2,,WEB,0.5-1.5,Dry: 10YR 4/3 Wet: 10YR 7/3,44041,KOELERIA,macrantha,2020,
'SOS-WY070-86,KOMA-SOS-WY070-86-JOHNSON-20,0.0085,1984251,0.0228,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,7/13/2020,WY070-86,86,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,,Schoonover Road,"From Buffalo, head east on I90 E for about 19 miles, then exit Southeast onto Schoonover road, and continue for 13.1 miles. Collection taken within 200 feet of both sides of the road.","44°8' 50.4492"" N","106°10' 58.0254"" W",44.14734,-106.18278,GPS,NAD83,4393,FT,BLM,Hesperostipa comata:Opuntia polyacantha:Artemisia frigida:Gutierrezia sarothrae:Bromus tectorum:Artemisia tridentata:Psoralidium tenuiflorum:Chrysothamnus viscidiflorus:Krascheninnikovia lanata:Heterotheca villosa:Arenaria hookeri:Bromus japonicus:Agropyron cristatum:Yucca glauca,,Hillslope,10-Feb,,Inter-Mountain Basins Big Sagebrush Steppe,Grazing,"Eocene, Wasatch Formation, Sedimentary, Clastic, Sandstone, Mudstone",Other : Loam,715,4000,5,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6â€ long, light green, and maturing to a golden color. Leaf blades involute, approx. 6â€ long.",,SOS Field Crew - Buffalo WY:In Field:30 JUN 2020,"3:30 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo, WY BLM Field Office",,,,,2,,WEB,0.5-1.5,Dry: 2.5y 5/3 Wet:2.5y 4/3,44041,KOELERIA,macrantha,2020,
'SOS-WY070-87,KOMA-SOS-WY070-87-JOHNSON-20,0.01,1857493,0.0244,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,7/14/2020,WY070-87,87,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Campbell,Thunder Basin National Grassland,N/A,"From Wright, head south on WY-59/Douglas Hwy. Turn Left to go East onto WY-450 E for 15.5 miles. Turn Right (South) onto School Creek Road and follow road for about 8.6 miles to T intersection, then turn right and continue for about 1000 ft. Collections took place on both sides of road. Collections within 300 feet on the South side of road, and on North side of road from flat grassy area continuing to the top of the plateaus and hillslopes.","43°34' 21.1"" N","105°09' 54.1"" W",43.57252,-105.16502,GPS,NAD83,4899,FT,BLM,Achillea millefolium:Bromus tectorum:Artemisia tridentata:Opuntia polyacantha:Agropyron cristatum:Artemisia frigida:Sphaeralcea coccinea:Bromus japonicus:Tragopogon dubius,Grazed,"Flat, Hillslope",11-Jan,SW,Inter-Mountain Basins Big Sagebrush Steppe,Grazing,"Paleocene; Fort Union Formation; Lebo Member, Sedimentary, Clastic, Mudstone, Shale",Other : Loam,964,5000,6,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6Ã¢âú¬Â long, light green, and maturing to a golden color. Leaf blades involute, approx. 6Ã¢âú¬Â long.",,"SOS Field Crew-Buffalo, WY:In Field:23 JUN 2020","3:23 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,,,2,,AEL,0.5-1.5,Dry:10yr 6/2 Wet:7.5yr 3/2,44120,KOELERIA,macrantha,2020,
'SOS-WY070-88,KOMA-SOS-WY070-88-NATRONA-20,0.0075,1603960,0.0282,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,7/15/2020,WY070-88,88,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,18E,Wyoming Basin (Omernik),Wyoming,Natrona,,McDougal Gulch,"From Casper, head Southwest on WY-220 for about 48 miles. Turn right (Northwest) onto N Dry Creek Road and continue for 17 miles. Turn right onto dirt road and continue across bridge at McDougal Gulch. Park in parking area. Seed collected from 10 acres to the east of the road.","42°42' 0.2514"" N","107°18' 52.92"" W",42.70006,-107.3147,GPS,NAD83,6846,FT,Wyoming State Land,Artemisia tridentata:Chrysothamnus viscidiflorus:Opuntia polyacantha:Bouteloua gracilis:Gutierrezia sarothrae:Artemisia frigida:Erigeron caespitosus,Grazed,Flat and Hillslope,0-25,"N, NE, E, SE, S, SW, W, NW",Inter-Mountain Basins Big Sagebrush Steppe,Grazing,"Miocene, Miocene Rocks, Sedimentary > Clastic > Sandstone (Tuffaceous)",Other : Sandy Loam,624,3500,10,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6â€ long, light green, and maturing to a golden color. Leaf blades involute, approx. 6â€ long.",,Buffalo SOS Field Crew:In Field:24 JUN 2020,"3:24 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,,,0,,WEB,0.5-1.5,Dry: 10YR 6/2; Wet: 2.5Y 5/2,44091,KOELERIA,macrantha,2020,
'SOS-WY070-89,HEVI4-SOS-WY070-89-NATRONA-20,0.005,1277746,0.0354,HEVI4,hairy false goldenaster,Heterotheca,villosa,,,,,Heterotheca villosa,ASTERACEAE,HEVI4,7/15/2020,WY070-89,89,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,18E,Wyoming Basin (Omernik),Wyoming,Washakie,Robert's Draw,Rd 321,"From Casper, head Southwest on WY-220 W for about 48 miles. Turn right (Northwest) onto N Dry Creek Road for 7.4 miles. As you approach the large rock formations, several hundred feet after passing through a cattle gate, turn left onto a two track leading towards the rock formations. Drive until you reach the rocks, and collect plants on East side of rock faces.","43°36' 52.056"" N","107°11' 18.888"" W",43.61446,-107.18858,GPS,NAD83,6512,FT,BLM,Koeleria macrantha:Artemisia tridentata:Chrysothamnus viscidiflorus:Arenaria hookeri:Bromus tectorum:Gutierrezia sarothrae:Bouteloua gracilis:Juniperus scopulorum,None,Hillslope,20-Apr,E,Inter-Mountain Basins Big Sagebrush Steppe,"Recreation, grazing",Miocene Rocks; Miocene; Sedimentary > Clastic > Sandstone,Other : Sandy Loam,659,4000,5,P,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",,Buffalo SOS Field Crew:From pressed specimen on day of collection:24 JUN 2020,"3:24 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44034,,,,AEL,0.5-1.5,Dry: 10YR 5/3 Wet:10yr 4/3,44120,HETEROTHECA,villosa,2020,
'SOS-WY070-90,SPCO-SOS-WY070-90-NATRONA-20,0.092,123187,0.3682,SPCO,scarlet globemallow,Sphaeralcea,coccinea,,,,,Sphaeralcea coccinea,MALVACEAE,SPCO,7/16/2020,WY070-90,90,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Natrona,N/A,Long Canyon Road,"From Hwy 25, about 19 miles south of Kaycee, take exit 235 onto Tisdale Mountain Road heading SW. Drive 0.4 miles and turn left to continue on Tisdale Mountain Road for 0.1 miles, then continue onto Long Canyon Road for 2.4 miles. Collected immediately along both sides of the road for 1 mile.","43°27' 34.5954"" N","106°27' 55.116"" W",43.4596,-106.46531,GPS,NAD83,4977,FT,BLM,Melilotus officinalis:Bromus tectorum:Koeleria macrantha:Artemisia tridentata:Bromus japonicus:Opuntia polyacantha,Grazed,Flat,0-1,NE,Inter-Mountain Basins Big Sagebrush Steppe,Grazing,"Late Cretaceous; Cody Shale; Sedimentary, Clastic, Mudstone, Shale, Siltstone",Other : Loam,507,3000,3,P,"Perennial rhizomatous forb with stellate hair on palmately lobed leaves. Orange flowers in short, dense racemes.",,"SOS Field Crew-Buffalo, WY:In Field:10 JUN 2020","3:10 JUN 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44032,,2,,WEB,0.5,Dry: 2.5y 5/2 Wet: 2.5y 4/2,44105,SPHAERALCEA,coccinea,2020,
'SOS-WY070-92,KOMA-SOS-WY070-92-JOHNSON-20,0.0074,1752704,0.0258,KOMA,prairie Junegrass,Koeleria,macrantha,,,,,Koeleria macrantha,POACEAE,KOMA,7/27/2020,WY070-92,92,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,18E,Wyoming Basin (Omernik),Wyoming,Johnson,Gardner Mountain,Slip Road,"From Kaycee, head Northwest on WY-191 N for 14 miles, then take a slight left (West) onto Slip Road for 1.4 miles. Collection taken on North side of road up to fenceline.","43°50' 15.8316"" N","106°51' 53.4672"" W",43.83773,-106.86485,GPS,NAD83,5734,FT,BLM,Psoralidium tenuiflorum:Yucca glauca:Bouteloua gracilis:Artemisia frigida:Gutierrezia sarothrae:Artemisia tridentata:Hesperostipa comata:Bromus tectorum:Heterotheca villosa:Sphaeralcea coccinea:Grindelia squarrosa:Pseudoroegneria spicata,None,Hillslope,17-Mar,SW,Northwestern Great Plains Mixedgrass Prairie,Grazing,"Chugwater and Goose Egg Formations; Permian-Upper Triassic, Sedimentary > Clastic > Siltstone, Sandstone",Other : Loam,1037,7000,5,P,"Growing in tufts of culms and leaves. Culm terminates in a panicle approx. 2-6â€ long, light green, and maturing to a golden color. Leaf blades involute, approx. 6â€ long.û",,Buffalo SOS Field Crew:In Field:27 JUL 2020,0::,,,,,2,,WEB,0.5-1.5,,44091,KOELERIA,macrantha,2020,
'SOS-WY070-93,BASA3-SOS-WY070-93-JOHNSON-20,0.272,54365,0.8343,BASA3,arrowleaf balsamroot,Balsamorhiza,sagittata,,,,,Balsamorhiza sagittata,ASTERACEAE,BASA3,8/3/2020,WY070-93,93,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,,Poison Creek Trail,"From Buffalo, take Highway 16 West to Hazelton Road. Turn south onto Hazelton Road and travel approximately 0.7 mile, then turn left onto FS Road 466(sign for Johnson County Youth Camp). After about 3 miles, turn left onto Billy Creek Road. The trailhead and parking area will be about 3.5 miles on your right. Collect along trail and throughout large clearing on hillside, continuing along ridge.","44°5' 29.8608"" N","106°50' 42.2442"" W",44.09162,-106.84506,GPS,NAD83,7518,FT,BLM,Campanula sp.:Anemone cylindrica:Pinus ponderosa:Gentiana affinis:Potentilla arguta:Allium textile:Koeleria macrantha:Galium boreale:Solidago sp.:Heterotheca villosa:Lupinus sp.:Pulsatilla patens ssp. multifida:Pulsatilla patens ssp. multifida,Burned,Hillslope,0-17,SE,"Rocky Mountain Foothill Limber Pine-Juniper Woodland, Inter-Mountain Basins Montane Sagebrush Steppe,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",Recreation,"*Madison Group, Darby Formation, Three Forks and Jefferson Formations, Upper Devonian-Upper Mississippian,Sedimentary > Carbonate > Dolostone, Limestone *Bighorn Dolomite, Gallatin Group, Gros Ventre Formation, Snowy Range Formation, Pilgrim Limestone, Park Shale, Meagher Limestone, Wolsey Shale, Flathead Sandstone, Whitewood Dolomite, and Winnipeg and Deadwood Formations Middle Cambrian-Upper Ordovician, Sedimentary > Carbonate > Dolostone, Limestone *Landslide deposits, Pleistocene-Holocene",Other : Silty Loam,1582,10000,10,P,"Plant forms a clump with few to many stems, each with a solitary showy yellow sunflower-like inflorescence. Rays and disks a golden yellow. Large, silvery, arrow-shaped leaves around the base of plant.",,Buffalo SOS Field Crew:In Field:03 AUG 0202,0::,,,,,2,,WEB,0.5-2.5,Dry: 10YR 5/3 Wet: 7.5YR 2.5/1,44091,BALSAMORHIZA,sagittata,2020,
'SOS-WY070-94,RACO3-SOS-WY070-94-CAMPBELL-20,0.0156,724832,0.0625,RACO3,upright prairie coneflower,Ratibida,columnifera,,,,,Ratibida columnifera,ASTERACEAE,RACO3,8/5/2020,WY070-94,94,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Campbell,Thunder Basin National Grassland,Weston Hills,"From Gillette, head north on US-14 W for 8 miles, then turn right (East) onto WY-59 N for 25 miles. Turn West on road across from Heald Road, and drive for about 1 mile until you reach a parking area with a pit toilet on left. Plants collected around the pond area and within 400 feet of fence to the Southeast.","44°38' 7.0764"" N","105°21' 20.7576"" W",44.63529,-105.35576,GPS,NAD83,4145,FT,Jointly managed by BLM and USFS,Bouteloua gracilis:Bromus tectorum:Heterotheca villosa:Koeleria macrantha:Artemisia tridentata:Achillea millefolium:Opuntia polyacantha:Pascopyrum smithii:Grindelia squarrosa:Erigeron caespitosus:Gutierrezia sarothrae,Grazed,Flat,0-4,N,Northwestern Great Plains Mixedgrass Prairie mixed with Inter-Mountain Basins Big Sagebrush Steppe,"Grazing, Recreation","*Paleocene, Fort Union Formation - Lebo Member, Sedimentary > Clastic > Mudstone > Shale *Paleocene, Fort Union Formation - Tongue River Member, Sedimentary > Coal, Sedimentary > Clastic > Sandstone, Mudstone > Shale",Other : Sandy Loam,1133,5600,3,P,"Clumping aster with drooping, wide, bright yellow (occasionally red and yellow) ray flowers around a cylindrical cone. Leaves deeply divided.",,Buffalo SOS Field Crew:In Field:05 AUG 2020,"3:05 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Officeû",,,,,2,,WEB,0.5-2.5,Dry: 10YR 6/3 Wet: 10YR 4/3,44091,RATIBIDA,columnifera,2020,
'SOS-WY070-95,RACO3-SOS-WY070-95-CAMPBELL-20,0.0175,646153,0.0701,RACO3,upright prairie coneflower,Ratibida,columnifera,,,,,Ratibida columnifera,ASTERACEAE,RACO3,8/5/2020,WY070-95,95,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Campbell,,Burnt Hollow,"From Gillette, head north on US-14 W for 8 miles. When routes divide, turn right onto Highway 59 North. Continue along Highway 59 for 13.4 miles, and turn right into parking area for South BLM unit, signs for Burnt Hollow. Collection taken mostly along dry creekbed areas.","44°31' 0.8904"" N","105°26' 36.1212"" W",.,-105.44336,GPS,NAD83,4094,FT,BLM,Opuntia polyacantha:Artemisia tridentata:Chrysothamnus viscidiflorus:Bromus tectorum:Hesperostipa comata:Gutierrezia sarothrae:Heterotheca villosa:Pascopyrum smithii:Sphaeralcea coccinea:Achillea millefolium:Koeleria macrantha:Bouteloua gracilis:Bromus japonicus:Erigeron caespitosus,Grazed,Hillslope,0-4,"N, NE, E, SE, S, SW, W, NW",Inter-Mountain Basins Big Sagebrush Steppe,"Grazing, Recreation","Paleocene Fort Union Formation - Tongue River Member Sedimentary-Clastic: Coal, Mudstone, Shale, Sandstone",Clay,1065,5400,7,P,"Clumping aster with drooping, wide, bright yellow (occasionally red and yellow) ray flowers around a cylindrical cone. Leaves deeply divided.",,Buffalo SOS Field Crew:In Field:05 AUG 2020,0::,,,44055,,,,WEB,1-2.5,"Wet: 10YR 3/4, Dry: 2.5YR 6/2",44091,RATIBIDA,columnifera,2020,
