Accession,Inventory,Accession Prefix,Accession Number,Name,Source Code,lbs Shipped,100-Sd (g),Est Seed,Divisor,NCGRP,-20°C,4°C,Seeds/Lb,Species Code,Common Name,Genus,Species,label ss,Taxon,SubSpecies,label var,Variety,NAME,GENUS,SPECIES,FAMILY,ABBREV_NAME,COLL_DT,COLL_YR,ACC_NUM,COLL_NUM,COLL_ID,SECONDARY_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,KEYWORD,MISC,SECOND_COLL_DT,DATE_AS_GIVEN,CREATED_BY,ACC_DT,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,ASSOCIATED_TAXA_FULL,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,GEOLOGY,SOIL_TYPE,DESCRIPTION,PSOURCE_FULL,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10
W6 55572,W6 55572 2018o SD,W6,55572,NM080-118,SAFL5-SOS-NM080-118-EDDY-17,0.0016,0.0038,19099,3,0.25,0.25,0.23,11630769,SAFL5,threadleaf glowwort,Sartwellia,flaveriae,,Sartwellia flaveriae,,,,Sartwellia flaveriae,SARTWELLIA,flaveriae,ASTERACEAE,SAFL5,7-Nov-17,2017,NM080-118,118,NM080,CFO201711071021,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,CP Hill,Leave from CFO and turn right onto E Greene St. for ~0.8 miles then turn left onto S Canal St. and follow US-180 W for ~26 miles then turn left onto Dillahunty Rd. Drive ~2 miles down Dillahunty and turn onto unnamed train,"32°4' 44.78"" N","104°24' 31.97"" W",32.0791,-104.40888,GPS,WGS84,3717,FT,Bureau of Land Management,,,,,WEB,12-Dec-17,230 plants sampled,1000,1,P,Thymophylla pentachaeta:Hoffmannseggia glauca:Sporobolus airoides:Scleropogon brevifolius:Pleuraphis mutica:Gutierrezia sarothrae:Opuntia sp.:Chamaesyce sp.:Sphaeralcea sp.,Flat/low rolling plain,0,NW,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,,Yellow flowers,,Gazing,Grazed,,"K. Sandbom, BLM:In Field:07 NOV 2017",3:07 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.25,,0
W6 55573,W6 55573 2018o SD,W6,55573,NM080-121,SAFL5-SOS-NM080-121-EDDY-17,0.0005,0.0016,14175,3,0.08,0.08,0.11,28000000,SAFL5,threadleaf glowwort,Sartwellia,flaveriae,,Sartwellia flaveriae,,,,Sartwellia flaveriae,SARTWELLIA,flaveriae,ASTERACEAE,SAFL5,7-Nov-17,2017,NM080-121,121,NM080,CFO200711071403,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Ben Slaughter Draw (West),Leave from CFO and turn right onto E Greene St. for ~0.8 miles then turn left onto S Canal St. and follow US-180 W for ~26 miles then turn left onto Dillahunty Rd. Drive ~2 miles down Dillahunty and turn onto unnamed train.,"32°3' 42.98"" N","104°22' 37.85"" W",32.06193,-104.37718,GPS,WGS84,3654,FT,Bureau of Land Management,,,,,WEB,13-Dec-17,203 plants sampled,5000,1,P,Juniperus pinchotii:Nerisyrenia linearifolia:Bouteloua breviseta:Phacelia integrifolia:Yucca elata:Condalia ericoides:Dasyochloa pulchella:Senecio warnockii:Prosopis glandulosa,Flat/low rolling plain,3,N,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Clay Loam,Yellow flowers,,Gazing,Grazed,,"K. Sandbom, BLM:In Field:07 NOV 2017",3:07 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.5,10 YR 6/3,0
W6 55574,W6 55574 2018o SD,W6,55574,NM080-124,SAFL5-SOS-NM080-124-EDDY-17,0.0006,0.0021,12960,3,0.1,0.1,0.11,20618181,SAFL5,threadleaf glowwort,Sartwellia,flaveriae,,Sartwellia flaveriae,,,,Sartwellia flaveriae,SARTWELLIA,flaveriae,ASTERACEAE,SAFL5,10-Nov-17,2017,NM080-124,124,NM080,CFO201711101235,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Salt Lake off Old Hwy 128,"From CFO, turn left onto Highway 62 and continue for ~1.5 miles then turn right onto Refinery Rd. for 12.5 miles. Turn left onto NM-31 for 2.4 miles then turn right onto NM-128 E for 4.5 miles. Turn right onto Rawhide rd for 0.6 miles then turn onto unnamed road.","32°20' 12.98"" N","103°55' 52.9"" W",32.33693,-103.93136,GPS,WGS84,2987,FT,Bureau of Land Management,,,15-Nov-17,,WEB,13-Dec-17,527 plants sampled,5000,1,P,Tiquilia hispidissima:Sporobolus nealleyi:Opuntia polyacantha:Cylindropuntia leptocaulis:Nerisyrenia linearifolia:Larrea tridentata:Mentzelia humilis:Bouteloua breviseta,Flat/Low Rolling plain,0,S,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Rustler Formation,Other : Silty Loam,Yellow flowers,,"Grazing, mining",Grazed,,"K. Sandbom, BLM:In Field:10 NOV 2017",3:10 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.5,10 YR 6/3,0
W6 55575,W6 55575 2018o SD,W6,55575,NM080-125,MEHU-SOS-NM080-125-EDDY-17,0.0151,0.0413,16584,3,2.29,2.29,2.3,1097773,MEHU,gypsum blazingstar,Mentzelia,humilis,,Mentzelia humilis,,,,Mentzelia humilis,MENTZELIA,humilis,LOASACEAE,MEHU,10-Nov-17,2017,NM080-125,125,NM080,CFO201711101340,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Salt Lake off Old Hwy 128,"From CFO, turn left onto Highway 62 and continue for ~1.5 miles then turn right onto Refinery Rd. for 12.5 miles. Turn left onto NM-31 for 2.4 miles then turn right onto NM-128 E for 4.5 miles. Turn right onto Rawhide rd for 0.6 miles then turn onto unnamed road.","32°20' 13.34"" N","103°55' 54.16"" W",32.33703,-103.93171,GPS,WGS84,3004,FT,Bureau of Land Managment,,,,,WEB,13-Dec-17,303 plants sampled,2000,2,P,Tiquilia hispidissima:Sporobolus nealleyi:Opuntia polyacantha:Cylindropuntia leptocaulis:Nerisyrenia linearifolia:Larrea tridentata:Bouteloua breviseta,Flat/Low Rolling plain,1,,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Rustler Formation,Other : Silty Loam,Retrorsely barbed hairs give the leaves a rough texture. Flowers white or cream colored with symmetrical petals and capsules urn-shaped and brittle when ripe,,"Grazing, mining",Grazed,,"K. Sandbom, BLM:In Field:10 NOV 2017",3:10 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1,10 YR 6/3,0
W6 55576,W6 55576 2018o SD,W6,55576,NM080-126,MAPI-SOS-NM080-126-EDDY-17,0.0171,0.0187,41478,3,2.61,2.61,2.61,2412765,MAPI,lacy tansyaster,Machaeranthera,pinnatifida,,Machaeranthera pinnatifida,,,,Machaeranthera pinnatifida,MACHAERANTHERA,pinnatifida,ASTERACEAE,MAPI,10-Nov-17,2017,NM080-126,126,NM080,CFO201711101535,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Salt Lake off old Hwy 128,"From CFO, turn left onto Highway 62 and continue for ~1.5 miles then turn right onto Refinery Rd. for 12.5 miles. Turn left onto NM-31 for 2.4 miles then turn right onto NM-128 E for 4.5 miles. Turn right onto Rawhide rd for 0.6 miles then turn onto unnamed road.","32°20' 11.58"" N","103°56' 14.59"" W",32.33655,-103.93738,GPS,WGS84,2984,FT,Bureau of Land Management,,,,,WEB,13-Dec-17,205 plants sampled,2000,2,P,Larrea tridentata:Cylindropuntia leptocaulis:Sartwellia flaveriae:Opuntia polyacantha:Mentzelia humilis:Bouteloua breviseta:Yucca elata:Ephedra torreyana:Sporobolus nealleyi:Senecio warnockii:Centaurium maryannum,Flat/Low Rolling plain,3,W,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Rustler Formation,Other : Silty Clay,Yellow flowers,,Grazing,Grazed,,"K. Sandbom, BLM:In Field:10 NOV 2017",3:10 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2.5,10 YR 7/3,0
W6 55577,W6 55577 2018o SD,W6,55577,NM080-129,BOBR-SOS-NM080-129-EDDY-17,0.019,0.031,27801,3,2.84,2.84,2.83,1460399,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,11-Nov-17,2017,NM080-129,129,NM080,CFO201711111330,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hay Hollow,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for 27.3 miles and turn left onto unnamed road. Continue ~2 miles before turning left and continuing for ~1.5 miles.,"32°1' 51.32"" N","104°25' 13.68"" W",32.03092,-104.42046,GPS,WGS84,1150,M,Bureau of Land Management,,,,,WEB,14-Dec-17,303 plants sampled,5000,0.5,P,Mentzelia humilis:Juniperus pinchotii:Yucca elata:Tiquilia hispidissima:Polygala alba:Calylophus hartwegii:Senecio warnockii:Condalia ericoides:Nama carnosum:Larrea tridentata:Dicranocarpus parviflorus,Flat/Low Plain,1,NE,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Loam,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, Oil and Gas",Grazed,,"K. Sandbom, BLM:In Field:11 NOV 2017",3:11 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.8,7.5 YR 6/3,0
W6 55578,W6 55578 2018o SD,W6,55578,NM080-131,BOBR-SOS-NM080-131-EDDY-17,0.015,0.0426,15971,3,2.13,2.13,2.1,1063291,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,11-Nov-17,2017,NM080-131,131,NM080,CFO201711111540,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hay Hollow,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for 27.3 miles and turn left onto unnamed road. Continue ~2 miles before turning left and continuing for ~5.5 miles.,"32°1' 58.01"" N","104°21' 3.3"" W",32.03278,-104.35091,GPS,WGS84,1091,M,Bureau of Land Management,,,,,WEB,14-Dec-17,345 plants sampled,5000,1,P,Juniperus pinchotii:Yucca elata:Tiquilia hispidissima:Senecio warnockii:Larrea tridentata,Flat/Low Plain,1,,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Loam,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, Oil and Gas",Grazed,,"K. Sandbom, BLM:In Field:11 NOV 2017",3:11 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.5,10 YR 6/3,0
W6 55579,W6 55579 2018o SD,W6,55579,NM080-132,BOBR-SOS-NM080-132-EDDY-17,0.0048,0.0397,2000,2,1.11,1.13,NA,1140845,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,13-Nov-17,2017,NM080-132,132,NM080,CFO201711131030,,"C. Black, J. Adams, K. Sandbom",US,24E,Chihuahuan Deserts (Omernik),New Mexico,,Carlsbad Resource Area,Hay Hollow,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for 27.3 miles and turn left onto unnamed road. Continue for ~3.5 miles,"32°0 49.67"" N","104°25' 33.01"" W",32.01379,-104.42583,GPS,WGS84,3791,FT,Bureau of Land Management,,,,,WEB,14-Dec-17,313 plants sampled,5000,4,P,Mentzelia humilis:Juniperus pinchotii:Yucca elata:Tiquilia hispidissima:Nama carnosum:Polygala alba:Senecio warnockii:Condalia ericoides:Larrea tridentata:Larrea tridentata:Dicranocarpus parviflorus,Hill/Slope,1,,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Loamy Sand,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, Oil and Gas",Grazed,,"K. Sandbom, BLM:In Field:13 NOV 2017",0::,,,1.5,10 YR 6/3,0
W6 55580,W6 55580 2018o SD,W6,55580,NM080-133,SAFL5-SOS-NM080-133-EDDY-17,0.0007,0.0024,13230,3,0.11,0.11,0.05,18144000,SAFL5,threadleaf glowwort,Sartwellia,flaveriae,,Sartwellia flaveriae,,,,Sartwellia flaveriae,SARTWELLIA,flaveriae,ASTERACEAE,SAFL5,13-Nov-17,2017,NM080-133,133,NM080,CFO201711131344,,"C. Black, J. Adams, K. Sandbom",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for 27.3 miles and turn left onto unnamed road. Continue for ~3.5 miles then slight right and turn right after ~ 0.5 miles and continue down the road for ~1 mile. Site left of road ~0.15 miles.,"32°0 28.31"" N","104°26' 10.41"" W",32.00786,-104.43622,GPS,WGS84,3846,FT,Bureau of Land Management,,,,,WEB,14-Dec-17,100 plants sampled,100-1000,0.5,P,Mentzelia humilis:Juniperus pinchotii:Yucca elata:Tiquilia hispidissima:Nama carnosum:Polygala alba:Senecio warnockii:Condalia ericoides:Larrea tridentata:Dicranocarpus parviflorus,Hill/Slope,5,,"Reves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Loam,Yellow flowers,,"Grazing, Oil and Gas",Grazed,,"K. Sandbom, BLM:In Field:13 NOV 2017",3:13 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2,10 YR 6/3,0
W6 55581,W6 55581 2018o SD,W6,55581,NM080-134,MEHU-SOS-NM080-134-EDDY-17,0.0103,0.0396,11798,3,1.57,1.57,1.55,1143721,MEHU,gypsum blazingstar,Mentzelia,humilis,,Mentzelia humilis,,,,Mentzelia humilis,MENTZELIA,humilis,LOASACEAE,MEHU,13-Nov-17,2017,NM080-134,134,NM080,CFO201711131530,,"J. Adams, K. Sandbom",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills,"West of unnamed vehicle trail, North of range vehicle train, south of COG/HAY rd.","32°0 47.12"" N","104°25' 58.39"" W",32.01308,-104.43288,GPS,WGS84,3818,FT,Bureau of Land Management,,,,,WEB,14-Dec-17,221 plants sampled,1000,1.5,P,Bouteloua breviseta:Sartwellia flaveriae:Rhus microphylla:Juniperus pinchotii:Thelesperma megapotamicum:Astragalus gypsodes:Polygala alba:Tiquilia hispidissima:Yucca elata:Psilostrophe tagetina,Flat/Low plain,5,NW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Loam,Retrorsely barbed hairs give the leaves a rough texture. Flowers white or cream colored with symmetrical petals and capsules urn-shaped and brittle when ripe,,"Grazing, Oil and Gas",Grazed,,"K. Sandbom, BLM:In Field:13 NOV 2017",0::,,,1.2,10 YR 6/3,0
W6 55582,W6 55582 2018o SD,W6,55582,NM080-135,CYIM2-SOS-NM080-135-EDDY-17,0.238,0.8465,12753,3,35.98,35.98,35.99,53579,CYIM2,tree cholla,Cylindropuntia,imbricata,,Cylindropuntia imbricata,,,,Cylindropuntia imbricata,CYLINDROPUNTIA,imbricata,CACTACEAE,CYIM2,15-Nov-17,2017,NM080-135,135,NM080,CFO201711141120,,"J. Adams, K. Sandbom",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills,North of unnamed vehicle trail and South of COG/HAY Road.,"32°0 29.9"" N","104°25' 36.9"" W",32.0083,-104.42691,GPS,WGS84,3787,FT,Bureau of Land Management,,,,,WEB,27-Nov-17,50 plants sampled,1000,451,P,Larrea tridentata:Juniperus monosperma:Muhlenbergia porteri,Basin/Flood plain,2,S,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Silt Loam,"Dark pink to red-magenta, numerous petaled flower; fleshy yellow spineless fruits; stem branches like woody shrubs",,"Grazing, Seismic",Grazed,,"Katie Sandbom, BLM:In Field:14 NOV 2017",3:14 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,6,10 YR 4/2,0
W6 55583,W6 55583 2018o SD,W6,55583,NM080-136,BOBR-SOS-NM080-136-EDDY-17,0.0106,0.0344,3500,2,2.41,2.41,NA,1316308,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,14-Nov-17,2017,NM080-136,136,NM080,CFO201711141230,,"J. Adams, K. Sandbom",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for 27.3 miles then turn left onto unnamed road and turn right after 0.7 miles. Continue for 1 mile then sight right and continue for 1 mile. Site 0.5 miles south,"32°0 41.03"" N","104°28' 27.81"" W",32.01139,-104.47439,GPS,WGS84,3858,FT,Bureau of Land Management,,,,,WEB,14-Dec-17,355 plants sampled,5000,1.5,P,Tiquilia hispidissima:Rhus microphylla:Condalia ericoides:Nama carnosum:Yucca elata:Larrea tridentata:Juniperus monosperma:Phacelia integrifolia:Psilostrophe tagetina:Thelesperma megapotamicum:Juniperus pinchotii,Slope/Hill,2,NW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile Formation,Other : Clay Loam,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, Seismic exploration",Grazed,,"K. Sandbom, BLM:In Field:14 NOV 2017",3:14 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.25,10 YR 5/3,0
W6 55584,W6 55584 2018o SD,W6,55584,NM080-137,CYLE8-SOS-NM080-137-EDDY-17,0.2107,0.5595,17082,3,31.85,31.85,31.85,81057,CYLE8,Christmas cactus,Cylindropuntia,leptocaulis,,Cylindropuntia leptocaulis,,,,Cylindropuntia leptocaulis,CYLINDROPUNTIA,leptocaulis,CACTACEAE,CYLE8,15-Nov-17,2017,NM080-137,137,NM080,CFO201711151050,,"C. Black, J. Adams",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Salt Lake off of Old Hwy 128,"From CFO, turn left onto Highway 62 and continue for ~1.5 miles then turn right onto Refinery Rd. for 12.5 miles. Turn left onto NM-31 for 2.4 miles then turn right onto NM-128 E for 4.5 miles. Turn right onto Rawhide rd for 0.6 miles then turn onto unnamed road and drive for ~0.4 miles.","32°20' 13.66"" N","103°56' 11.13"" W",32.33712,-103.93642,GPS,WGS84,3003,FT,Bureau of Land Management,,,,,WEB,27-Nov-17,250 plants sampled,>1000,2,P,Sartwellia flaveriae:Bouteloua breviseta:Larrea tridentata,Flood plain/Basin,0,SW,"Cottonwood-Reeves loams, overflow, 0 to 3 percent slopes",Rustler Formation,Other : Sandy Clay Loam,Thin round stems with 0-1 spine per areole; fruits small and fleshy ranging from red to yellow and often covered in tufts of yellowish red glochids,,Grazing,Grazed,,"Katie Sandbom, BLM:From pressed specimen on day of collection:15 NOV 2017",3:15 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,5,2.5 YR 6/6,0
W6 55585,W6 55585 2018o SD,W6,55585,NM080-138,BOBR-SOS-NM080-138-EDDY-17,0.0146,0.0419,3500,2,3.33,3.33,NA,1080514,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,18-Nov-17,2017,NM080-138,138,NM080,CFO201711181055,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Cottonwood Draw,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for ~15 miles then turn left onto Means road. Continue onto Whites City Rd after ~7.5 miles. Site 0.3 miles down Whites City Rd,"32°6' 21.06"" N","104°19' 35.65"" W",32.10585,-104.32656,GPS,WGS84,1060,M,Bureau of Land Management,,,,,WEB,14-Dec-17,300 plants sampled,1000,0.5,P,Dasyochloa pulchella:Phacelia integrifolia:Phacelia integrifolia:Yucca elata:Koeberlinia spinosa:Condalia ericoides:Sporobolus nealleyi:Thymophylla pentachaeta:Setaria leucopila:Aristida purpurea:Dicranocarpus parviflorus:Dicranocarpus parviflorus:Helianthus sp.,Low Plain,1,SE,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Silty Clay,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, oil and gas",Grazed,,"K. Sandbom, BLM:In Field:18 NOV 2017",3:18 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.75,7.5 YR 7/2,0
W6 55586,W6 55586 2018o SD,W6,55586,NM080-140,SAFL5-SOS-NM080-140-EDDY-17,0.0007,0.0018,17640,3,0.107,0.106,0.097,23873684,SAFL5,threadleaf glowwort,Sartwellia,flaveriae,,Sartwellia flaveriae,,,,Sartwellia flaveriae,SARTWELLIA,flaveriae,ASTERACEAE,SAFL5,18-Nov-17,2017,NM080-140,140,NM080,CFO201711181245,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Cottonwood Draw,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for ~15 miles then turn left onto Means road. Continue onto Whites City Rd after ~7.5 miles. Slight right after 0.8 miles and continue for 1 mile.,"32°5' 22.47"" N","104°20' 19.29"" W",32.08957,-104.33869,GPS,WGS84,1055,M,Bureau of Land Management,,,,,WEB,14-Dec-17,227 plants sampled,5000,1,P,Nerisyrenia linearifolia:Sartwellia flaveriae:Cylindropuntia leptocaulis:Yucca elata:Prosopis glandulosa:Pleuraphis mutica:Nerisyrenia camporum:Tiquilia hispidissima:Scleropogon brevifolius:Sphaeralcea coccinea,Low plain,1,SW,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Sandy Clay Loam,Yellow flowers,,"Grazing, oil and gas",Grazed,,"K. Sandbom, BLM:In Field:18 NOV 2017",3:18 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.2,7.5 YR 4/2,0
W6 55587,W6 55587 2018o SD,W6,55587,NM080-141,BOBR-SOS-NM080-141-EDDY-17,0.012,0.0347,2400,2,2.77,2.47,NA,1303448,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,18-Nov-17,2017,NM080-141,141,NM080,CFO201711181350,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Jumping Springs,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for ~15 miles then turn left onto Means road. Continue onto Whites City Rd after ~7.5 miles. Continue down Whites City Rd for ~4 miles.,"32°4' 19.66"" N","104°17' 16.42"" W",32.07212,-104.28789,GPS,WGS84,1045,M,Bureau of Land Management,,,,,WEB,14-Dec-17,310 plants sampled,5000,1.5,P,Sporobolus cryptandrus:Sporobolus nealleyi:Sartwellia flaveriae:Nerisyrenia linearifolia:Yucca elata:Cylindropuntia leptocaulis:Psilostrophe tagetina:Tiquilia hispidissima:Aristida purpurea:Larrea tridentata:Koeberlinia spinosa:Mentzelia humilis:Opuntia sp.,Low Plain,2,,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Salado Formation,Other : Sandy Clay Loam,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, oil and gas",Grazed,,"K. Sandbom, BLM:In Field:18 NOV 2017",3:18 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.25,5 YR 6/2,0
W6 55588,W6 55588 2018o SD,W6,55588,NM080-142,BOBR-SOS-NM080-142-EDDY-17,0.006,0.0467,5828,2,1.43,1.43,NA,969230,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,18-Nov-17,2017,NM080-142,142,NM080,CFO201711181510,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Cottonwood Hills,From CFO head south on E Greene St then turn left onto Canal St. Continue onto US-180 W/US-62 W for ~15 miles then turn left onto Means road. Continue onto Whites City Rd after ~7.5 miles. Stay on Whites City Rd for ~6.5 miles before turning left onto Old Cavern Hwy and continue down for 1.3 miles.,"32°5' 6.58"" N","104°14' 58.75"" W",32.08516,-104.24965,GPS,WGS84,1008,M,Bureau of Land Management,,,,,WEB,14-Dec-17,300 plants sampled,1000,0.5,P,Senecio warnockii:Koeberlinia spinosa:Prosopis glandulosa:Muhlenbergia porteri:Sporobolus nealleyi:Tiquilia hispidissima:Cylindropuntia leptocaulis:Yucca elata:Aristida purpurea:Scleropogon brevifolius:Nerisyrenia linearifolia:Sartwellia flaveriae:Larrea tridentata,Low plain,2,,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Salado Formation,Other : Loamy Sand,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, Oil and Gas",Grazed,,"K. Sandbom, BLM:In Field:18 NOV 2017",3:18 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.5,10 YR 7/3,0
