Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR
'SOS-AZ930-438,ERCO14-SOS-AZ930-438-COCONINO-18,0.0278,477473,0.0949,ERCO14,crispleaf buckwheat,Eriogonum,corymbosum,,,,,Eriogonum corymbosum,POLYGONACEAE,ERCO14,4-Nov-18,AZ930-438,438,AZ930,,Allegra Mount,US,20E,Colorado Plateau (Omernik),Arizona,Coconino,arizona Strip,BLM Rd 1025,"Access from Winter Rd, BLM road 1025, 6.6 miles southeast of Fredonia. Population sampled is along road near cattle gate.","36°54' 51.3"" N","112°24' 46.7"" W",36.91425,-112.41297,GPS,NAD83,4866,FT,BLM,Yucca baccata:Marrubium vulgare:Sphaeralcea parvifolia:Isocoma tenuisecta:Senecio flaccidus var. flaccidus:Gutierrezia sarothrae:Salsola tragus,Grazed,Hills,0-10,"N, NE, E, SE, S, SW, W, NW",Grassland/Shrubland,Grazing,"Klondike sandy clay loam, 2 to 15 percent slopes MLRA 35","Clay, Sand, Other : Sandy Loam",52 plants sampled,150,1.5,P,,,Allegra Mount:In Field:04 NOV 2018,"3:04 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,2,,WEB,1.5,7.5YR 8/6,25-Nov-18,ERIOGONUM,corymbosum,2018
'SOS-AZ930-439,SPCO-SOS-AZ930-439-COCONINO-18,0.032,358860,0.1263,SPCO,scarlet globemallow,Sphaeralcea,coccinea,,,,,Sphaeralcea coccinea,MALVACEAE,SPCO,5-Nov-18,AZ930-439,439,AZ930,,Allegra Mount,US,23E,Arizona/New Mexico Mountains (Omernik),Arizona,Coconino,Coconino National Forest,Kinnickinick Lake,"Along FS Rd. 9482H, branch of Kinnickinick Lake Road. Near lake area.","34°53' 27.4"" N","111°18' 56"" W",34.89094,-111.31555,GPS,NAD83,7081,FT,USFS,Bouteloua gracilis:Pinus ponderosa:Eriogonum umbellatum:Eriogonum alatum:Hymenopappus filifolius,Grazed,Plateaus,0-10,"N, NE, E, SE, S, SW, W, NW",Meadow in Ponderosa Forest,"Grazing, Recreation","Springerville-Gem complex, 0 to 20 percent",,170 plants sampled,500,1.5,P,"Flowers orange, leaves deeply lobed",,Allegra Mount:In Field:05 NOV 2018,"3:05 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1,2.5YR 7/6,25-Nov-18,SPHAERALCEA,coccinea,2018
'SOS-AZ930-440,SYLA6-SOS-AZ930-440-COCONINO-18,0.0046,1582693,0.0286,SYLA6,White panicle aster,Symphyotrichum,lanceolatum,,,,,Symphyotrichum lanceolatum,COMPOSITAE,SYLA6,5-Nov-18,AZ930-440,440,AZ930,,Allegra Mount,US,23E,Arizona/New Mexico Mountains (Omernik),Arizona,Coconino,Coconino National Foresto,Kinnickinick Lake,"Along FS Rd. 9482H, branch of Kinnickinick Lake Road. Near lake area.","34°53' 27.4"" N","111°18' 56"" W",34.89094,-111.31555,GPS,NAD83,7081,FT,USFS,Bouteloua gracilis:Pinus ponderosa:Eriogonum alatum:Eriogonum umbellatum:Sphaeralcea coccinea:Hymenopappus filifolius:Hymenopappus filifolius,Grazed,Plateaus,0-10,"N, NE, E, SE, S, SW, W, NW",Meadow in Ponderosa Forest,"Grazing, Recreation","Springerville-Gem complex, 0 to 20 percent",Clay,85 plants sampled,100,0.25,P,,,Allegra Mount:From pressed specimen on day of collection:06 NOV 2018,"3:05 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1.5-2,2.5YR 7/6,25-Nov-18,SYMPHYOTRICHUM,lanceolatum,2018
'SOS-AZ930-441,BOGR2-SOS-AZ930-441-18,0.024,868965,0.0521,BOGR2,blue grama,Bouteloua,gracilis,,,,,Bouteloua gracilis,POACEAE,BOGR2,5-Nov-18,AZ930-441,441,AZ930,,Allegra Mount,US,23E,Arizona/New Mexico Mountains (Omernik),Arizona,Coconino,Coconino National Forest,Kinnickinick Lake,"Along FS Rd. 9482H, branch of Kinnickinick Lake Road. Near lake area.","34°53' 27.4"" N","111°18' 56"" W",34.89094,-111.31555,GPS,NAD83,7081,FT,USFS,Bouteloua gracilis:Pinus ponderosa:Eriogonum alatum:Eriogonum umbellatum:Sphaeralcea coccinea:Symphyotrichum lanceolatum:Hymenopappus filifolius,Grazed,Plateaus,0-10,"N, NE, E, SE, S, SW, W, NW",Meadow in Ponderosa Forest,"Grazing, Recreation","Springerville-Gem complex, 0 to 20 percent",Clay,170 plants sampled,500,1.5,P,Perennial grass,,Allegra Mount:In Field:05 NOV 2018,"3:05 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,1.5,2.5YR 7/6,25-Nov-18,BOUTELOUA,gracilis,2018
'SOS-AZ930-442,ATCA2-SOS-AZ930-442-COCHISE-18,0.273,74069,0.6123,ATCA2,fourwing saltbush,Atriplex,canescens,,,,,Atriplex canescens,CHENOPODIACEAE,ATCA2,5-Nov-18,AZ930-442,442,AZ930,,"Perin McNelis, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,San Pedro National Riparian Conservation Area,Fairbanks Townsite,Population is along look trail 0.8 miles from townsite and on side trail to cemetery.,"31°43' 53.4"" N","110°11' 18.5"" W",31.7315,-110.18847,GPS,NAD83,3842,FT,BLM,Prosopis velutina:Sporobolus wrightii:Sporobolus wrightii:Ziziphus obtusifolia:Ericameria laricifolia,Grazed,Flood plains,0-5,"N, NE, E, SE, S, SW, W, NW",Chihuauan Desertscrub; Semidesert Grassland/Shrubland,"Grazing, Recreation (Hiking)","Glendale very fine sandy loam, 0 to 2 percent slopes","Sand, Other : Loam",150 plants sampled,400,5,P,,,Perin McNelis:In Field:05 NOV 2018,"3:05 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,2,,WEB,4,5.0YR 8/2,25-Nov-18,ATRIPLEX,canescens,2018
'SOS-AZ930-445,MURI2-SOS-AZ930-445-SANTA CRUZ-18,0.006,1989473,0.0227,MURI2,deergrass,Muhlenbergia,rigens,,,,,Muhlenbergia rigens,POACEAE,MURI2,12-Nov-18,AZ930-445,445,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Huachuca Mountains,"Upper Parker Canyon, Parker Canyon Lake","In upper parker canyon near bridge crossing, above Collinâ€™s Spring.","31°26' 16"" N","110°27' 8.2"" W",31.43777,-110.45227,GPS,NAD83,5471,FT,USFS,Muhlenbergia emersleyi:Eragrostis lehmanniana:Polyctenium fremontii:Populus fremontii:Juniperus deppeana:Quercus emoryi:Schizachyrium sanguineum:Brickellia floribunda,Grazed,"Mountains, hills",30-Oct,SW,Madrean Evergreen Woodland; Canyon,"Grazing, Recreation","Faraway-Rock outcrop complex, 10 to 30 percent slopes","Silt, Sand",70 plants sampled,500,0.5,P,,,Allegra Mount:In Field:12 NOV 2018,"3:12 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,4,5.0YR 9/2,25-Nov-18,MUHLENBERGIA,rigens,2018
'SOS-AZ930-446,MUEM-SOS-AZ930-446-SANRA CRUZ-18,0.0051,2606896,0.0173,MUEM,bullgrass,Muhlenbergia,emersleyi,,,,,Muhlenbergia emersleyi,POACEAE,MUEM,12-Nov-18,AZ930-446,446,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Huachuca Mountains,"Upper Parker Canyon, Parker Canyon Lake","In upper parker canyon near bridge crossing, above Collinâ€™s Spring.","31°26' 16"" N","110°27' 8.2"" W",31.43777,-110.45227,GPS,,5471,FT,USF,Eragrostis lehmanniana:Muhlenbergia rigens:Vitis arizonica:Populus fremontii:Brickellia floribunda:Schizachyrium sanguineum:Quercus emoryi,Grazed,"Mountains, hills",30-Oct,"SE, S, SW",Madrean Evergreen Woodland; Canyon,"Grazing, Recreation","Faraway-Rock outcrop complex, 10 to 30 percent slopes","Silt, Sand",120 plants sampled,200,2,P,,,Allegra Mount:In Field:12 NOV 2018,"3:12 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,4,5.0YR 9/2,25-Nov-18,MUHLENBERGIA,emersleyi,2018
'SOS-AZ930-447,SCSAS-SOS-AZ930-447-SANTA CRUZ-18,0.0661,223668,0.2027,SCSAS,crimson bluestem,Schizachyrium,sanguineum,,,,,Schizachyrium sanguineum,POACEAE,SCSA,12-Nov-18,AZ930-447,447,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Huachuca Mountains,"Upper Parker Canyon, Parker Canyon Lake","In upper parker canyon near bridge crossing, above CollinÃ¢âú¬âü¢s Spring.","31°26' 16"" N","110°27' 8.2"" W",31.43777,-110.45227,GPS,NAD83,5471,FT,USFS,Muhlenbergia emersleyi:Vitis arizonica:Eragrostis lehmanniana:Populus fremontii:Quercus emoryi:Muhlenbergia rigens:Brickellia floribunda,Grazed,"Mountains, hills",30-Oct,"E, SE, S, SW, W",Madrean Evergreen Woodland; Canyon,"Grazing, Recreation","Faraway-Rock outcrop complex, 10 to 30 percent slopes","Silt, Sand",180 plants sampled,500,1,P,,,Allegra Mount:In Field:12 NOV 2018,"3:12 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,LJP,3,5.0YR 9/2,29-Jan-19,SCHIZACHYRIUM,sanguineum,2018
'SOS-AZ930-448,BOGR2-SOS-AZ930-448-SANTA CRUZ-18,0.023,725295,0.0625,BOGR2,blue grama,Bouteloua,gracilis,,,,,Bouteloua gracilis,POACEAE,BOGR2,12-Nov-18,AZ930-448,448,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Huachuca Mountains,"Upper Parker Canyon, Parker Canyon Lake",In side drainage of Parker Canyon Lake near parking area and gate before group campsite.,"31°25' 44.3"" N","110°27' 4.6"" W",31.42897,-110.45127,GPS,NAD83,5398,FT,USFS,Muhlenbergia longiligula:Juniperus deppeana:Vitis arizonica:Eragrostis lehmanniana:Schizachyrium sanguineum:Quercus emoryi:Polyctenium fremontii:Bouteloua hirsuta:Bouteloua hirsuta:Bouteloua hirsuta,Grazed,Alluvial fans,10,SW,Madrean Evergreen Woodland,"Grazing, Recreation","Casto very gravelly sandy loam, 10 to 40 percent slopes","Silt, Sand",80 plants sampled,200,0.75,P,,,Allegra Mount:In Field:12 NOV 2018,"3:12 NOV 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,2,5.0YR 9/2,25-Nov-18,BOUTELOUA,gracilis,2018
'SOS-AZ930-449,AGPA3-SOS-AZ930-449-COCHISE-18,0.2287,56208,0.8069,AGPA3,Palmer's century plant,Agave,palmeri,,,,,Agave palmeri,AGAVACEAE,AGPA3,27-Nov-18,AZ930-449,449,AZ930,,"Allegra Mount, Perin McNelis, Zach Farley, Andrew Botz, Dan Taylor, Perin McNelis, Alyssa Cazares, Sara Lowden",US,79E,Madrean Archipelago (Omernik),Arizona,Cochise,Coronado National Forest,"Chiricahua Mountains, Horseshoe Canyon","From Hwy 80 to Horseshoe Canyon Rd, take the road past corral into the canyon. Population on north and south facing alluvial slopes on both sides of canyon.","31°46' 34.2"" N","109°7' 48.9"" W",31.77616,-109.13025,GPS,NAD83,4587,FT,USFS,Chilopsis linearis:Ericameria laricifolia:Dasylirion wheeleri:Eragrostis lehmanniana:Acourtia thurberi:Anisacanthus thurberi:Trixis californica,Grazed,Alluvial fans,20-39,"N, S",Madrean Evergreen Woodland,"Grazing, Recreation","115Ã¢âú¬â€Oversight gravelly sandy loam, 1 to 35 percent slopes","Sand, Other : Rocky",50 plants sampled,400,10,P,,,Allegra Mount:In Field:27 NOV 2018,"3:27 NOV 2018:Borderlands Restoration, University of Arizona (ARIZ), Smithsonian",,,,,1,,WEB,30,5.0 YR 8/4,14-Dec-18,AGAVE,palmeri,2018
'SOS-AZ930-450,MURI2-SOS-AZ930-450-SANTA CRUZ-18,0.0097,2465217,0.0183,MURI2,deergrass,Muhlenbergia,rigens,,,,,Muhlenbergia rigens,POACEAE,MURI2,21-Nov-18,AZ930-450,450,AZ930,,"Perin McNelis, Zach Farley, Andrew Botz, Alyssa Cazares, Aishah Lurry",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Coronado National Forest,"Temporal Canyon, Santa Rita Mountains","On Temporal Canyon Rd in Coronado National Forest, just past Arizona Trail entrance in drainage along creek.","31°36' 25.8"" N","110°47' 22.1"" W",31.60716,-110.78947,GPS,,4453,FT,USFS,Platanus wrightii:Quercus emoryi:Baccharis salicifolia:Bouteloua curtipendula:Juniperus monosperma:Prosopis velutina,Grazed:Flooded,Mountains,0-20,,Riparian drainage in Madrean Evergreen Woodland,"Grazing, Recreation","GhDâ€”Graham soils, 5 to 20 percent slopes","Sand, Other : Rocky",100 plants sampled,400,1,P,,,Perin McNelis:In Field:21 NOV 2018,"3:21 NOV 2018:Borderlands Restoration, University of Arizona, Smithsonian",,,,,1,,WEB,4,7.5 YR 4/2,14-Dec-18,MUHLENBERGIA,rigens,2018
'SOS-AZ930-451,HELO6-SOS-AZ930-451-SANTA CRUZ-18,0.0103,1938461,0.0233,HELO6,longleaf false goldeneye,Heliomeris,longifolia,,,,,Heliomeris longifolia,ASTERACEAE,HELO6,25-Nov-18,AZ930-451,451,AZ930,,"Perin McNelis, Travis Gerckens, Andrew Botz, Zach Farley, Alyssa Navarette",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Las Cienegas National Conservation Area,,"Population accessible from main road at south entrance intersection with Hwy 82, near Cienega Creek and on nearby flats and ridgelines.","31°43' 26.2"" N","110°34' 52.8"" W",31.72394,-110.58133,,,4671,FT,BLM,Bouteloua curtipendula:Pleuraphis mutica:Prosopis velutina:Aristida ternipes:Xanthium strumarium:Eragrostis lehmanniana,Grazed,"Limy Upland, Loamy Bottom",0-10,"N, NE, E, SE, S, SW, W, NW",Semidesert Grassland-Shrubland; Rangeland,Grazing,"Bernardino-Tombstone association, 5 to 16 percent slopes","Silt, Other : Loam",150 plants sampled,1000,1,P,Yellow flowers,,Perin McNelis:In Field:25 NOV 2018,"3:25 NOV 2018:Borderlands Restoration, Smithsonian, University of Arizona (ARIZ)",,,,,2,,WEB,2,5 YR 5/2,17-Dec-18,HELIOMERIS,longifolia,2018
'SOS-AZ930-452,DICA8-SOS-AZ930-452-SANTA CRUZ-18,0.0207,836900,0.0541,DICA8,Arizona cottontop,Digitaria,californica,,,,,Digitaria californica,POACEAE,DICA8,2-Oct-18,AZ930-452,452,AZ930,,"Perin McNelis, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Las Ciengas NCA,,Population is near main road at south entrance intersection with Hwy 82.,"31°43' 26.2"" N","110°34' 52.8"" W",31.72394,-110.58133,,,4671,FT,BLM,Bouteloua curtipendula:Prosopis velutina:Aristida ternipes:Eragrostis lehmanniana:Panicum obtusum:Xanthium strumarium,Grazed,"Limy Upland, Loamy Bottom",0-10,"N, NE, E, SE, S, SW, W, NW",,Grazing,"Bernardino-Tombstone association, 5 to 16 percent slopes","Sand, Other : Loam",125 plants sampled,500,1,P,,,Allegra Mount:In Field:02 OCT 2018,"3:01 DEC 2018:Borderlands Restoration, Smithsonian, University of Arizona (ARIZ)",,,,,2,,WEB,1.5,5 YR 5/2,17-Dec-18,DIGITARIA,californica,2018
'SOS-AZ930-454,HEAN3-SOS-AZ930-454-SANTA CRUZ-18,0.1728,76569,0.5923,HEAN3,common sunflower,Helianthus,annuus,,,,,Helianthus annuus,ASTERACEAE,HEAN3,20-Oct-18,AZ930-454,454,AZ930,,"Allegra Mount, Aishah Lurry, Zach Farley, Andrew Botz",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,Babocomari Ranch,Vaughn Canyon,Take main ranch road to Vaughn Canyon crossing. Population is growing on the slopes above the canyon drainage,"31°37' 37.6"" N","110°30' 2.9"" W",31.62711,-110.5008,GPS,NAD83,4679,FT,Private,Sporobolus wrightii:Ericameria nauseosa:Muhlenbergia sinuosa:Bouteloua repens:Bouteloua curtipendula:Prosopis velutina,Grazed:Flooded,Flood plains,0-5,"N, NE, E, SE, S, SW, W, NW",Drainage in Semidesert Grassland/Shrubland,Grazing,Pima soils,Sand,250 plants sampled,800,0.25,P,Yellow flowers; annual,,Allegra Mount:In Field:20 OCT 2018,"3:20 OCT 2018:BLM Arizona, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,10-Aug,,17-Dec-18,HELIANTHUS,annuus,2018
'SOS-AZ930-455,HESU3-SOS-AZ930-455-SANTA CRUZ-18,0.0327,787500,0.0575,HESU3,camphorweed,Heterotheca,subaxillaris,,,,,Heterotheca subaxillaris,ASTERACEAE,HESU3,2-Oct-18,AZ930-455,455,AZ930,,"Allegra Mount, Perin McNelis, Aishah Lurry, Zach Farley, Andrew Botz, Alyssa Navarette",US,79E,Madrean Archipelago (Omernik),Arizona,Santa Cruz,"Stevenâ€™s Ranch, Santa Rita Mountains",,"On private land maintained as a wildlife sanctuary. 0.25 miles from Highway 82, occuring in lowlands. Occurs in dense patches. Accessible from Tanglehead Lane.","31°33' 58.6"" N","110°44' 7.3"" W",31.56627,-110.73536,,,4170,FT,Private,Prosopis velutina:Yucca baccata:Isocoma tenuisecta:Bouteloua gracilis:Bouteloua curtipendula,,Loamy Bottom,10-May,"N, NE, E, SE, S, SW, W, NW",Semidesert Grassland-Shrubland,Wildlife Preserve,"Caralampi gravelly sandy loam, 10 to 60 percent slopes, eroded","Silt, Other : Loam",65 plants sampled,100,1,P,Yellow flowers,,Allegra Mount:In Field:02 OCT 2018,"3:02 OCT 2018:Borderlands Restoration, Smithsonian, University of Arizona (ARIZ)",,,,,1,,WEB,4,7.5 YR 4/2,17-Dec-18,HETEROTHECA,subaxillaris,2018
'SOS-AZ932-137,HYHO-SOS-AZ932-137-COCONINO-18,0.0455,253975,0.1785,HYHO,owl's-claws,Hymenoxys,hoopesii,,,,,Hymenoxys hoopesii,ASTERACEAE,HYHO,18-Aug-18,AZ932-137,137,AZ932,,"Murray, S., Smith, S.",US,23E,Arizona/New Mexico Mountains (Omernik),Arizona,Coconino,,,"San Francisco Peaks, north of Flagstaff, off FS road 151 near Fern Mountain, near the Nature Conservancy preserve.","35°20' 27"" N","111°43' 28"" W",35.34083,-111.72444,GPS,WGS84,2650,FT,USFS,Pinus ponderosa:Rosa woodsii:Salix bebbiana:Eriogonum racemosum:Ribes cereum,,hillside,30,W,Ponderosa pine forest meadow,USFS,basalt,Clay,250 plants sampled,1000,5,P,,,"Murray, S.:In Field:23 JUL 2018",3:23 JUL 2018:SmithsonianûNorthern Arizona UniversityûThe Arboretum at Flagstaff,,,,,1,seed,WEB,3-Feb,dark brown,19-Nov-18,HYMENOXYS,hoopesii,2018
'SOS-AZ932-138,LILE3-SOS-AZ932-138-COCONINO-18,0.0484,231428,0.1959,LILE3,Lewis flax (prairie),Linum,lewisii,,,,,Linum lewisii,LINACEAE,LILE3,7-Aug-18,AZ932-138,138,AZ932,,"Murray, S., Murray, L., Nance, G.",US,23E,Arizona/New Mexico Mountains (Omernik),Arizona,Coconino,,,"South of Flagstaff, Stoneman Lake Road (FS road 213) and Lake Mary Road intersection, along fencelines of horse pastures.","34°47' 22.43"" N","111°26' 39.82"" W",34.78956,-111.44439,GPS,WGS84,2240,M,USFS,Pinus ponderosa:Festuca arizonica:Helenium arizonicum:Allium geyeri,,flat,0,W,Ponderosa pine forest meadow,USFS,basalt,Clay,200 plants sampled,1000,10,P,,,"Murray, S.:In Field:24 JUL 2018",3:24 JUL 2018:SmithsonianûNorthern Arizona UniversityûThe Arboretum at Flagstaff,,,14-Sep-18,,1,seed,WEB,2-Jan,dark brown,19-Nov-18,LINUM,lewisii,2018
'SOS-AZ932-139,MUPO2-SOS-AZ932-139-MOHAVE-18,0.007,3600000,0.0125,MUPO2,bush muhly,Muhlenbergia,porteri,,,,,Muhlenbergia porteri,POACEAE,MUPO2,16-Oct-18,AZ932-139,139,AZ932,,"Murray, S., Wacha, S.",US,14E,Mojave Basin and Range (Omernik),Arizona,Mohave,,,"South of Interstate 40, DW Ranch exit, FS Road 259, two miles down to dirt road (Getz Ranch Rd) into BLM land, wash area.","35°11' 12.94"" N","113°52' 56.9"" W",35.18692,-113.88247,GPS,WGS84,4280,FT,BLM,Prosopis sp.:Acacia sp.:Opuntia sp.:Cylindropuntia sp.:Agave sp.:Bouteloua eriopoda,Grazed,small wash,5,W,Desert Valley,BLM,granite/quartz,Sand,50 plants sampled,1000,5,P,,,"Murray, S.:In Field:16 OCT 2018",3:16 OCT 2018:SmithsonianûNorthern Arizona UniversityûThe Arboretum at Flagstaff,,,,,2,seed,WEB,4-Feb,tan,19-Nov-18,MUHLENBERGIA,porteri,2018
'SOS-NM080-151,SPHA-SOS-NM080-151-EDDY-18,0.0139,836900,0.0541,SPHA,spear globemallow,Sphaeralcea,hastulata,,,,,Sphaeralcea hastulata,MALVACEAE,SPHA,15-Jun-18,NM080-151,151,NM080,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn E onto Washington Ranch Rd. and follow County Road 418 at the fork. Plants are located E of the Cottonwood Day Use Area parking lot.","32°5' 47.48"" N","104°28' 8.46"" W",32.09652,-104.46901,GPS,WGS84,1111,M,BLM,Machaeranthera pinnatifida:Setaria leucopila:Lepidium montanum:Cirsium sp.:Populus fremontii:Prosopis glandulosa:Gaillardia sp.:Oenothera suffrutescens:Gutierrezia sp.:Cycloloma:Solanum elaeagnifolium:Aristida purpurea:Suaeda sp.:Centaurea melitensis:Centaurea melitensis:Centaurea melitensis:Centaurea melitensis:Centaurea melitensis:Centaurea melitensis:Centaurea melitensis:Cucurbita foetidissima:Suaeda nigra:Suaeda nigra,"Burned:Grazed:Agriculture, Recreation",Flood Plain/Basin,2,S,"Karro loam, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6-12","Agriculture, Grazing, and Recreation",Alluvium,Other : Clay Loam,234 plants sampled,1000,0.05,P,"Flowers lavender to magenta, carpels contain 1-2 seeds.",,"K. Sandbom, BLM:From pressed specimen on another date:06 DEC 2018",3:15 JUN 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201806151352,WEB,3,7.5 YR 4/4,17-Dec-18,SPHAERALCEA,hastulata,2018
'SOS-NM080-152,CEMA19-SOS-NM080-152-EDDY-18,0.0002,504000000,0,CEMA19,gypsum centaury,Centaurium,maryannum,,,,,Centaurium maryannum,GENTIANACEAE,CEMA19,18-Jul-18,NM080-152,152,NM080,,"C. Wiechman, K. Sandbom, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Dagger Draw,"From CFO, E on E Hobbs Highway (180). Turn N on George Shoup Relief Route. Turn N on North Loop Road. Turn N on Illinois Camp Road. Turn NW on S Lake Road. Turn NE on Netherlin Road. After 0.6mi, turn E on unnamed vehicle trail. Location is about 1mi E, primarily on the S side of vehicle trail.","32°35' 39.90"" N","104°17' 46.74"" W",32.59441,-104.29631,GPS,WGS84,1019,M,BLM,Echinocactus horizonthalonius:Yucca elata,Grazed:Oil and Gas,Flat/Low Rolling Plain,3,E,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Tansil and Yates Formations,Other : Sandy Clay Loam,140 plants sampled,700,1,P,"Pink flower, black seeds, found in areas with gypsum soil, dries a golden color.",,"K. Sandbom, BLM:From pressed specimen on another date:27 NOV 2018",3:18 JUL 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201807181409,WEB,0.5,2.5 Y 7/3,17-Dec-18,CENTAURIUM,maryannum,2018
'SOS-NM080-153,LEFE-SOS-NM080-153-EDDY-18,0.0114,1030909,0.0439,LEFE,Fendler's bladderpod,Lesquerella,fendleri,,,,,Lesquerella fendleri,BRASSICACEAE,LEFE,19-Jul-18,NM080-153,153,NM080,,"L. Schroeder, C. Wiechman, K. Sandbom",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Nimenim Ridge,"From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, Turn NE onto Shugart Road (222). The location is 0.4mi down the road. Plants along buried pipeline close to road on N side.","32°37' 22.31"" N","103°53' 54.16"" W",32.62286,-103.89837,GPS,WGS84,1058,M,BLM,Croton dioicus:Quercus havardii:Verbesina encelioides:Gutierrezia sp.:Senna roemeriana:Linum aristatum:Setaria leucopila:Heterotheca subaxillaris:Bahia pedata:Portulaca pilosa:Yucca elata:Chamaesyce sp.:Melampodium leucanthum:Setaria leucopila,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,W,"Berino loamy fine sand, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Clay Loam,1173 plants sampled,>5000,1,P,"Yellow flowers; light brown/orange seeds; rays of the leaf hairs fused to near the middle or more, with webbing between the rays; rays mostly simple. (Synonym: Physaria fendleri)",,"K. Sandbom, BLM:From pressed specimen on another date:27 NOV 2018",3:19 JUL 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201807191250,WEB,0.25,7.5 YR 3/4,14-Dec-18,LESQUERELLA,fendleri,2018
