Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Distichlis spicata,NA,NA,Wild material,NA,˚inflorescence emerges from Y-oriented grass leaves. Inflorescence full and inflated.˚,18-Oct-17,"United States, Massachusetts, Essex","United States, Idaho",327 plants sampled,Wild Habitat,Flooded,Spartina patens:Bolboschoenus maritimus:Salicornia depressa:Iva frutescens:Solidago sempervirens,"Sub Unit Description :Parker River NWR/ Geology Description : Salt marsh/ Locality Description: Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe‚Äôs Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is down in the marsh to the right of the entrance road/gatehouse",1.524,42.72483,-70.78494,"NAD83",Lat/lon determined by GPS,"Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Sand,"Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-796,Collector identifier,NA,165,Other or unclassified name,NA,NA,1:18 OCT 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:18 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Tridens flavus,NA,NA,Wild material,NA,NA,29-Oct-15,"United States, New York, Suffolk","United States, Idaho",450 +,Wild Habitat,NA,Juniperus virginiana:Ilex opaca:Carya ovata:Carya sp.:Rhus copallinum:Rubus sp.:Rosa multiflora:Smilax rotundifolia:Smilax rotundifolia:Morella pensylvanica:Morella pensylvanica:Schizachyrium scoparium:Panicum virgatum:Andropogon virginicus:Euthamia graminifolia:Euthamia graminifolia:Baptisia tinctoria:Solanum bahamense var. rugelii:Solidago rugosa:Solidago odora,"Sub Unit Description :Mashomack Preserve/ Geology Description : Meadows/Yellow Trail/ Locality Description: Enter the Mashomack Preserve. Go right at the fork, then turn left to park in a meadow.",20.4216,41.05655,-72.30733,"NAD83",Lat/lon determined by GPS,"Feinberg, L., Russell, K.","Bureau of Land Management, SOS project",NA,MARSB,NA,NA,NA,NA,Undefined,NA,Unspecified,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARSB-410,Collector identifier,NA,10346,Other or unclassified name,NA,NA,2:29 OCT 2015:MARSB˚Smithsonian,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Polygonum sagittatum,NA,NA,Wild material,NA,˚White/pink globular inflorescences at terminal end of stem; arrow head shaped leaves; small sharp rows of spines on underside of stem ˚,22-Sep-17,"United States, New Hampshire, Rockingham","United States, Idaho",109 plants sampled,Wild Habitat,Flooded:Excavated,Carex lurida:Juncus effusus:Sparganium americanum:Sphagnum sp.,"Sub Unit Description :Mast Road Natural Area/ Geology Description : Old Piggery Trail, pond edge/ Locality Description: Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. It can be found in patches all along the trail for about a mile, especially near the pond.",39.3192,43.03322,-71.03261,"NAD83",Lat/lon determined by GPS,"Estevez, C., Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Sand,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-728,Collector identifier,NA,97,Other or unclassified name,NA,NA,2:22 SEP 2017:Smithsonian ˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:22 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Scirpus cyperinus,NA,NA,Wild material,NA,inflorescence a nodding spray of terminal wooly brown seedheads˚,28-Sep-17,"United States, New Hampshire, Rockingham","United States, Idaho",89 plants sampled,Wild Habitat,NA,Sparganium americanum:Carex lurida:Spiraea tomentosa:Carex comosa:Carex comosa:Juncus effusus:Eleocharis obtusa:Typha angustifolia,"Sub Unit Description :Great Bay NWR/ Geology Description : Freshwater pond/ Locality Description: Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Drive to the parking lot. Take the trail around the fenced-in weapons storage field and make a left. The trees clear out by a freshwater pond on the left of the trail. ctions were made around the fringe of this pond.",3.9624,43.09003,-70.85038,WGS84,Lat/lon determined by GPS,"Tokarz, E.; Kang, K.; Estevez, C.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Clay,Silt,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-746,Collector identifier,NA,115,Other or unclassified name,NA,NA,1:28 SEP 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:28 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Eleocharis palustris,NA,NA,Wild material,NA,"Multiple glumes, distinct rounded tubercle on achene",11-Jul-17,"United States, Massachusetts, Bristol","United States, Idaho",1000+,Wild Habitat,Flooded:Trampled:excavation,Eleocharis obtusa:Sagittaria cuneata:Sagittaria cuneata:Cephalanthus occidentalis:Triadenum virginicum:Eleocharis parvula,"Sub Unit Description :Rattlesnake Brook/ Geology Description : NA/ Locality Description: Park at intersection between South Main St. and Narrows Rd in Freetown,MA. Walk in 0.2 and population is located by the backend of the brook.",3.6576000000000004,41.78102,-71.08588,"NAD83",Lat/lon determined by GPS,"Piantedosi, M.; Estevez, C.; Cecil, A.; Torkarz, E.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,9,9,Southwest,SW,Sand,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-632,Collector identifier,NA,1,Other or unclassified name,NA,NA,2:11 JUL 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:11 JUL 2017,NA
NA,W6,NA,W6,NA,NA,SD,Kalmia angustifolia,NA,NA,Wild material,NA,˚fruits arch downward in a whorl like an umbrella under the terminal leaves˚,2-Nov-17,"United States, New Hampshire, Rockingham","United States, Idaho",237 plants sampled,Wild Habitat,Flooded:Excavation,Spiraea alba:Spiraea tomentosa:Scirpus cyperinus:Tsuga canadensis:Mitchella repens:Rhynchospora alba,Sub Unit Description :Mast Rd. Natural Area/ Geology Description : Old Piggery Trail/ Locality Description: Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. There is a large population at the entrance and can find more individuals along trail for a half mile.,40.8432,43.03666,-71.04186,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-858,Collector identifier,NA,227,Other or unclassified name,NA,NA,2:02 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:02 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Bolboschoenus maritimus,NA,NA,Wild material,NA,NA,29-Sep-16,"United States, Massachusetts, Bristol","United States, Idaho",170 plants sampled,Wild Habitat,Flooded,Phragmites australis:Typha angustifolia:Symphyotrichum novi-belgii:Schoenoplectus pungens:Solidago sempervirens:Spartina alterniflora,"Sub Unit Description :Rattlesnake Brook Dam, Freetown/ Geology Description : Marsh/ Locality Description: 93S to 24S to Exit 9. Turn right on N Main St (South 79). Pull off on right near junction with Narrows Road. Walk down Narrows Rd to marsh on right side of road.",2.7432000000000003,41.78238,-71.08686,"NAD83",Lat/lon determined by GPS,"Rogers, J., Heilmann, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Clay,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-424,Collector identifier,NA,NEWFS-99,Other or unclassified name,NA,NA,"2:29 SEP 2016:Smithsonian, NEWFS",NA,M. Piantedosi:In Field:,NA
NA,W6,NA,W6,NA,NA,SD,Typha angustifolia,NA,NA,Wild material,NA,NA,8-Sep-16,"United States, North Carolina, Currituck","United States, Idaho",92 plants sampled,Wild Habitat,NA,Morella cerifera:Iva frutescens:Baccharis halimifolia:Solidago sempervirens:Spartina cynosuroides:Typha latifolia:Sagittaria sp.:Fimbristylis castanea:Phragmites australis,"Sub Unit Description :Donal C. O'Brien Jr. Sanctuary and Audubon Center/ Geology Description : Kayak Shed Road/ Locality Description: Along Kayak Shed Rd, west of lodge",NA,36.25875,-75.79272,"NAD83",Lat/lon determined by GPS,"Flood, M., Walker, S., Healy, C., Faucette, A.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Silt,Other : Peat,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-509,Collector identifier,NA,JD-172,Other or unclassified name,NA,NA,"2:08 SEP 2016:US, NCU",NA,A. Faucette:In Field:08 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Cyperus grayi,NA,NA,Wild material,NA,NA,8-Sep-16,"United States, North Carolina, Currituck","United States, Idaho",310 plants sampled,Wild Habitat,NA,Panicum amarum:Diodia teres:Morella pensylvanica:Juncus scirpoides:Euthamia caroliniana:Diospyros virginiana,"Sub Unit Description :Currituck NWR/ Geology Description : South Marsh Unit/ Locality Description: From Corolla, NC, drive N on NC-12, continue on sand onto Beach Access Rd. in 3.7 miles turn left, in 0.2 miles walk straight, population on dunes.",NA,36.43863,-75.84697,WGS84,Lat/lon determined by GPS,"Healy, C., Flood, M.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-10,Undefined,"N, NE, E, SE, S, SW, W, NW",Unspecified,Sand,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-510,Collector identifier,NA,MF-46,Other or unclassified name,NA,NA,"2:08 SEP 2016:US, NCU",NA,M. Flood-NCBG:In Field:08 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Juncus effusus,NA,NA,Wild material,NA,rounded stem like bract rising above inflorescence of multiple peduncled capsules holding tiny achenes˚,1-Sep-17,"United States, Massachusetts, Hampshire","United States, Idaho",122,Wild Habitat,Mowed,Solidago sp.:Carex crinita:Carex scoparia var. scoparia:Carex lurida:Populus tremuloides,"Sub Unit Description :Guyette Farm, Plainfield/ Geology Description : Guyette trail/ Locality Description: Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow a little less than a mile down the trail through the woods.",384.9624,42.48563,-72.89522,"NAD83",Lat/lon determined by GPS,"Tokarz, E.; Cecil, A.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,5,5,Northeast,NE,Unspecified,"Clay, Silt",Custom Category,Northeastern Highlands (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-702,Collector identifier,NA,71,Other or unclassified name,NA,NA,"2:01 SEP 2017:NEWFS, Smithsonian",NA,M. Piantedosi - NEWFS:In Field:01 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Pityopsis falcata,NA,NA,Wild material,NA,NA,4-Sep-15,"United States, New York, Suffolk","United States, Idaho",150 +,Wild Habitat,NA,Juniperus virginiana:Morella pensylvanica:Baccharis halimifolia:Toxicodendron radicans:Parthenocissus quinquefolia:Hudsonia tomentosa:Euthamia graminifolia:Euthamia caroliniana:Pseudognaphalium obtusifolium:Solidago sempervirens:Panicum virgatum:Ammophila breviligulata:Phragmites australis:Schizachyrium littorale:Juncus tenuis:Juncus secundus:Lechea maritima,"Sub Unit Description :Heckscher State Park/ Geology Description : Fitness trail/ Locality Description: Take the Southern State Parkway east. Continue onto Heckscher State Parkway, and drive into Heckscher State Park. The population is along the Fitness trail.",-1.8288000000000002,40.6993,-73.15077,"NAD83",Lat/lon determined by GPS,"Feinberg, L., Russell, K., Holmes, C.","Bureau of Land Management, SOS project",NA,MARSB,NA,NA,NA,NA,Undefined,NA,Clay,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARSB-357,Collector identifier,NA,10032,Other or unclassified name,NA,NA,2:24 SEP 2015:MARSB˚Smithsonian,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Euthamia graminifolia,NA,NA,Wild material,NA,"˚Leaves alternate, linear, with three conspicuous veins. Composite flowers are flat-headed˚",9-Nov-17,"United States, Massachusetts, Essex","United States, Idaho",70 plants sampled,Wild Habitat,Flooded,Carex crinita:Carex lurida:Solidago rugosa:Solidago canadensis:Solidago canadensis:Typha sp.:Eutrochium dubium,"Sub Unit Description :Marland Place Dam/ Geology Description : Marsh off Stevens St.; bridge on Shawsheen River/ Locality Description: From Boston, take 93N to exit 42 and turn right onto Dascomb Rd. Merge onto Andover St and continue onto Red Spring Rd. Turn right onto Essex St and sharp left onto Railroad St. Park at Whole Foods and walk down Main St toward Stevens St. Access is across bridge on left. Population in dense back area.",11.5824,42.66111,-71.1473,"NAD83",Lat/lon determined by GPS,"Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Sand,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-892,Collector identifier,NA,261,Other or unclassified name,NA,NA,2:09 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:09 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Clethra alnifolia,NA,NA,Wild material,NA,˚terminal erect white inflorescence with parallel whorls of globular fruit˚,10-Nov-17,"United States, Rhode Island, Newport","United States, Idaho",56 plants sampled,Wild Habitat,Flooded,::Carex lurida:Euthamia graminifolia:Spiraea tomentosa:Solidago altissima:Ilex verticillata:Celastrus orbiculatus,"Sub Unit Description :John C. Whitehead Preserve/ Geology Description : Hope's Path; Dundery Brook/ Locality Description: Take MA-24 S to Fish Rd in Tiverton; take the Fish Rd exit from RI-24 S; take RI-77 S to Meetinghouse Ln in Little Compton, a small parking area should be to your left right before the Meetinghouse Ln intersection. Follow the bog trail to Hope‚Äôs Trail to the three ponds in the back of the preserve. The ponds can also be accessed from another parking lot further along the road and to the right.",24.384,41.50991,-71.18991,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Clay,Silt,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-902,Collector identifier,NA,271,Other or unclassified name,NA,NA,2:10 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:10 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Triadenum virginicum,NA,NA,Wild material,NA,"Simple, opposite leaves, flowers with 5 light pink petals and 9 stamens",28-Sep-16,"United States, New York, Suffolk","United States, Idaho",200+,Wild Habitat,Flooded,Phragmites australis:Typha latifolia:Pluchea odorata:Hibiscus moscheutos:Scirpus cyperinus:Schoenoplectus pungens,"Sub Unit Description :Wertheim National Widlife Refuge/ Geology Description : NA/ Locality Description: From Montauk Hwy (NY 80 E), turn right onto Smith Rd. Drive past the main entrance on your right to the maintenance entrance (the next right). Unlock the gate and drive on the main road until you reach the salt marsh. Population surrounds the large pond on the left.",-1.8288000000000002,40.77172,-72.88502,"NAD83",Lat/lon determined by GPS,"E. Kottler, L. Shriver","Bureau of Land Management, SOS project",NA,MARSB,NA,NA,0,0,Undefined,NA,Clay,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARSB-610,Collector identifier,NA,SAN 10794,Other or unclassified name,NA,NA,"2:17 AUG 2016:Smithsonian, MARSB",NA,Clara Holmes:From pressed specimen on another date:15 NOV 2016,NA
NA,W6,NA,W6,NA,NA,SD,Clethra alnifolia,NA,NA,Wild material,NA,erect inflorescence with spherical fruits whorled and aligned in straight rows,27-Nov-17,"United States, Rhode Island, Washington","United States, Idaho",99 plants sampled,Wild Habitat,Mowed:Flooded,Kalmia angustifolia:Ilex glabra:Ilex verticillata:Spiraea alba:Spiraea tomentosa:Chamaedaphne calyculata,"Sub Unit Description :Great Swamp WMA/ Geology Description : Along main trail at end of Great Neck Rd., adjacent to wetlands/ Locality Description: From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population along main trail and under power lines.",29.260800000000003,41.46677,-71.5833,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,n/a,Undefined,NA,Silt,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-936,Collector identifier,NA,305,Other or unclassified name,NA,NA,2:27 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:27 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Decodon verticillatus,NA,NA,Wild material,NA,"Purple/pink flowers bloom in ring on trailing stem, often hanging over freshwater streams; leaves simple, entire, lanceolate and subtend flowers in whorled phyllotaxy",16-Nov-17,"United States, Massachusetts, Essex","United States, Idaho",60 plants sampled,Wild Habitat,Flooded,Clethra alnifolia:Cephalanthus occidentalis:Lycopus americanus:Sphagnum sp.,"Sub Unit Description :Lynn Woods/ Geology Description : Tomlin Swamp, Undercliff Path/ Locality Description: From Boston take US-1 N, take the Walnut St exit east; in about 2 miles take a left onto Pennybrook Rd, parking lot should be at the end of the road. Follow Trail 7-2 from Pennybrook Rd entrance, crossing Waycross road and continuing straight. Population is located within in Tomlin√¢‚˙¨‚¸¢s Swamp off of the Undercliff Path, shortly after Needham√¢‚˙¨‚¸¢s Clearing.",28.346400000000003,42.48407,-70.99486,"NAD83",Lat/lon determined by GPS,"Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Clay,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-918,Collector identifier,NA,287,Other or unclassified name,NA,NA,2:16 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:16 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Typha latifolia,NA,NA,Wild material,NA,NA,18-Aug-15,"United States, North Carolina, Tyrell","United States, Idaho",60 plants sampled,Wild Habitat,NA,Scirpus cyperinus:Mikania scandens:Rhexia mariana:Ludwigia sp.:Liquidambar styraciflua,Sub Unit Description :Old NC Hwy 64/ Geology Description : NA/ Locality Description: 0.25 miles after intersection of Hwy 64 and Old Hwy 64 on south side of road (Old Hwy 64),0,35.93544,-76.16044,WGS84,Lat/lon determined by GPS,"Maynard, L., Driskill, E., Heraty, M., Dakar, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,NA,Undefined,NA,Silt,"Silt, Other : loam",Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-239,Collector identifier,NA,ED-13,Other or unclassified name,NA,NA,2:18 AUG 2015:Smithsonian˚North Carolina University,NA,E. Driskill - NCBG:In Field:18 AUG 2015,NA
NA,W6,NA,W6,NA,NA,SD,Fimbristylis autumnalis,NA,NA,Wild material,NA,NA,19-Sep-16,"United States, Maryland, Anne Arundel","United States, Idaho",84 plants sampled,Wild Habitat,NA,Agalinis purpurea:Liquidambar styraciflua:Toxicodendron radicans:Xyris difformis:Juncus sp.:Cyperus sp.:Tridens flavus:Scirpus cyperinus,"Sub Unit Description :Patuxent Research Refuge/ Geology Description : New Marsh/ Locality Description: From visitor center, turn right at T, continue 5 miles to new marsh. Population between first and second ponds.",25.908,39.05725,-76.74147,"NAD83",Lat/lon determined by GPS,"Dakar, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Sand,Other : Sandy loam,Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-527,Collector identifier,NA,JD-176,Other or unclassified name,NA,NA,"2:19 SEP 2016:NCU, US",NA,J. Dakar - NCBG:In Field:19 SEP 2016,NA
