Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,NA,NA,NA,Wild material,NA,NA,NA,United States,"United States, Idaho, Ada",NA,Wild Habitat,NA,NA,Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NA,NA,NA,NA,NA,Lat/lon determined by GPS,Collections: NA,"Bureau of Land Management, SOS project",NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncertain,NA,Unspecified,NA,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,NA,NA
